"운영팀> 2번 모니터> 유니티 프로그램 내용 Num","Key","Korean","English","Japanese","Chinese","Nhóm vận hành > Màn hình 2 > Nội dung chương trình Unity Vietnamese","Indonesian","Thai","Russian","비고","기타"
"118","MarketPaper_Osaekjeon_Content_3_2","주유소 · 전통시장 · 골목상권 · 레저업소 (헬스클럽, 필라테스, 수영장, 골프연습장, 볼링장) 병·의원 (치과, 한의원 등) · 편의점 · 학원 (기능학원, 보습학원 등) ·보건위생 (안경, 미용원 등) 기타의료기관 (동물병원 등)","Examples: gas stations, traditional markets, local shops, leisure facilities (fitness clubs, pilates, swimming pools, golf ranges, bowling alleys), hospitals & clinics (dentists, oriental clinics, etc.), convenience stores, academies (tutoring, skills), eyewear shops, beauty salons, veterinary clinics, etc.","例: ガソリンスタンド、伝統市場、商店街、レジャー施設（ジム、ピラティス、水泳場、ゴルフ練習場、ボウリング場）、
病院・医院（歯科、韓医院など）、コンビニ、学園（補習・技能）、眼鏡店、美容院、動物病院など。
","仅限在年销售额10亿韩元以下的小微企业店铺使用。
这是可在加油站、传统市场、健身房、诊所、便利店、补习班、美容院、动物医院等场所使用的华城市市场货币。","Trạm xăng · Chợ truyền thống · Khu phố thương mại · Cơ sở kinh doanh giải trí (phòng tập thể dục, phòng tập Pilates, bể bơi, sân tập golf, sân bowling) · Bệnh viện và phòng khám (phòng khám nha khoa, phòng khám y học cổ truyền Hàn Quốc, v.v.) · Cửa hàng tiện lợi · Học viện (học viện dạy nghề, trung tâm dạy kèm, v.v.) · Y tế và vệ sinh công cộng (cửa hàng kính mắt, thẩm mỹ viện, v.v.) · Các cơ sở y tế khác (phòng khám thú y, v.v.)","Pompa bensin · Pasar tradisional · Kawasan komersial gang · Bisnis rekreasi (pusat kebugaran, studio Pilates, kolam renang, lapangan latihan golf, arena bowling) · Rumah sakit dan klinik (klinik gigi, klinik pengobatan Korea, dll.) · Toko serba ada · Akademi (akademi kejuruan, akademi bimbingan belajar, dll.) · Kesehatan dan kebersihan masyarakat (ahli kacamata, salon kecantikan, dll.) · Lembaga medis lainnya (klinik hewan, dll.)","สถานีบริการน้ำมัน · ตลาดแบบดั้งเดิม · ย่านการค้าในซอย · สถานประกอบการเพื่อการพักผ่อนหย่อนใจ (เช่น โรงยิม สตูดิโอพิลาทิส สระว่ายน้ำ สนามฝึกซ้อมกอล์ฟ สนามโบว์ลิ่ง) · โรงพยาบาลและคลินิก (เช่น คลินิกทันตกรรม คลินิกแพทย์แผนเกาหลี เป็นต้น) · ร้านสะดวกซื้อ · สถาบันการศึกษา (เช่น สถาบันอาชีวศึกษา สถาบันกวดวิชา เป็นต้น) · สถานพยาบาลและสุขอนามัย (เช่น ร้านแว่นตา ร้านเสริมสวย เป็นต้น) · สถานพยาบาลอื่นๆ (เช่น คลินิกสัตวแพทย์ เป็นต้น)","Автозаправочные станции · Традиционные рынки · Торговые кварталы в переулках · Развлекательные заведения (тренажерные залы, студии пилатеса, бассейны, поля для гольфа, боулинг) · Больницы и клиники (стоматологические клиники, клиники корейской медицины и т. д.) · Магазины шаговой доступности · Академии (профессиональные училища, учебные центры и т. д.) · Центры общественного здравоохранения и гигиены (офтальмологи, салоны красоты и т. д.) · Другие медицинские учреждения (ветеринарные клиники и т. д.)","",""
"126","MarketPaper_SubHeader","화성시에서 사용할 수 있는 지역화폐 입니다.","A local currency that can be used in Hwaseong City.","ふぁそんしで つかえる ちいきの おかねです。","这是可以在华城市使用的地区货币。","Đây là đơn vị tiền tệ địa phương có thể được sử dụng tại thành phố Hwaseong.","Ini adalah mata uang lokal yang dapat digunakan di Kota Hwaseong.","นี่คือสกุลเงินท้องถิ่นที่สามารถใช้ได้ในเมืองฮวาซอง","Это местная валюта, которую можно использовать в городе Хвасон.","",""
"127","MarketPaper_ButtonText","준비중","Coming soon","準備中","敬请期待","chuẩn bị","mempersiapkan","เตรียม","подготовка","",""
"128","Photo_HanbokTry","<AR 한복체험>  ","<AR Hanbok Try-On>","<AR 韓服 体験>","<AR 韩服 体验>","Trải nghiệm Hanbok AR","Pengalaman Hanbok AR","ประสบการณ์ AR Hanbok","AR Hanbok Experience","",""
"1621","SubHeader_Photo","한복에서 브랜드의상 & K-컬처의상까지 체험하세요 ","Try Hanbok, casuals, brands & K-culture fits!","韓服から日常着、ブランドやKカルチャー衣装までフル体験！","尽情体验韩服、日常穿搭、品牌及K-culture服饰！","Khám phá mọi thứ từ Hanbok đến quần áo hàng hiệu và trang phục mang đậm văn hóa K-pop.","Temukan berbagai pilihan, mulai dari Hanbok hingga pakaian bermerek dan busana budaya Korea.","สัมผัสประสบการณ์ทุกอย่าง ตั้งแต่ชุดฮันบก เสื้อผ้าแบรนด์เนม ไปจนถึงเครื่องแต่งกายสไตล์วัฒนธรรมเกาหลี","Здесь вы найдете все: от традиционной корейской одежды ханбок до брендовой одежды и нарядов в стиле корейской культуры.","",""
"129","Photo_HanbokSelect","한복/의상 선택하기","Choose Hanbok","韓服を選ぶ","选择韩服","Chọn Hanbok/Trang phục","Pilih Hanbok/Pakaian","เลือกชุดฮันบก/ชุดแต่งกาย","Выберите ханбок/костюм","",""
"130","Photo_HanbokSelectContent","• 원하시는 의상을 고르고 선택 완료 버튼을 누른뒤 사진촬영 버튼을 눌러주세요 ","• Please choose your desired costume and press the ""Complete Selection"" button","• お好きな衣装を選んで「選択完了」ボタンを押してください","• 请选择您喜欢的服装，然后点击“完成选择”按钮","Vui lòng chọn trang phục bạn muốn, nhấn nút ""Hoàn tất chọn"", sau đó nhấn nút ""Chụp ảnh"".","Silakan pilih pakaian yang Anda inginkan, tekan tombol ""Selesaikan Pilihan"", lalu tekan tombol ""Ambil Foto"".","โปรดเลือกชุดที่คุณต้องการ กดปุ่ม ""เลือกเสร็จสมบูรณ์"" จากนั้นกดปุ่ม ""ถ่ายรูป""","Пожалуйста, выберите желаемый наряд, нажмите кнопку «Выбрать полностью», а затем кнопку «Сделать фото».","",""
"17","Hanbok_1","여자 한복","W>Hanbok","女性用韓服","女式韩服","Hanbok dành cho nữ","Hanbok Wanita","ชุดฮันบกสำหรับผู้หญิง","Женский ханбок","",""
"18","Hanbok_2","여자 모델","M>Model        ","女性モデル","女性模特","người mẫu nữ","model wanita","นางแบบหญิง","женская модель","",""
"19","Hanbok_3","남자 한복","W>Hanbok","男性用韓服","男式韩服","Hanbok nam","Hanbok Pria","ชุดฮันบกสำหรับผู้ชาย","Мужской ханбок","",""
"20","Hanbok_4","남자 모델","M>Model        ","男性モデル","男性模特","người mẫu nam","model pria","นายแบบชาย","мужская модель","",""
"21","Hanbok_5","글로벌 의상","World ","世界の衣装","世界服饰","Trang phục toàn cầu","Kostum Global","เครื่องแต่งกายสากล","Глобальный костюм","",""
"22","Hanbok_6","이벤트/기념일","Events","イベント","活动 ","Sự kiện/Kỷ niệm","Acara/Ulang Tahun","กิจกรรม/วันครบรอบ","Событие/Годовщина","",""
"23","Hanbok_7","브랜드의상","Brand","ブランド","品牌","Quần áo thương hiệu","Pakaian bermerek","เสื้อผ้าแบรนด์เนม","Фирменная одежда","",""
"24","Hanbok_8","K-CULTURE","K-CULTURE","K-カルチャー","韩国文化","VĂN HÓA K","BUDAYA K","วัฒนธรรม K","К-КУЛЬТУРА","",""
"25","Hanbok_9","Test9","EnTest9","JPTest9","CHTest9","Bài kiểm tra 9","Tes 9","การทดสอบ9","Тест9","",""
"131","Photo_SelectConfirm","선택 완료","Complete Selection","選択完了","完成选择","Lựa chọn đã hoàn tất","Seleksi selesai","การคัดเลือกเสร็จสมบูรณ์","Выбор завершен","",""
"132","Photo_TakePhoto","사진 촬영","Take Photo","写真を撮る","拍照","Chụp ảnh","Mengambil foto","ถ่ายรูป","Фотографирование","",""
"1391","Photo_SelectAlone","사진촬영 (혼자찍기)","Solo Shot","ひとりで撮影","单人拍摄","Nhiếp ảnh (Tự chụp ảnh)","Fotografi (Mengambil foto sendiri)","การถ่ายภาพ (การถ่ายภาพด้วยตนเอง)","Фотографирование (самостоятельная фотосъемка)","",""
"1392","Photo_SelectTogether","사진촬영 (with '휴')","With ‘HUE’","「HUE」と一緒に","与“HUE”一起","Buổi chụp ảnh (cùng với 'Hyu')","Sesi foto (dengan 'Hyu')","ถ่ายภาพ (กับ 'ฮยู')","Фотосессия (с Хью)","",""
"133","Photo_TakePhotoContent","• 사진촬영 버튼을 누르고 좌측 카메라에 얼굴을 바라봐주세요.  
   10초후 촬영이 시작됩니다. 결과물은 QR을 통해 핸드폰에 저장하세요   ","• Press the photo button and look into the left camera.
The photo will be taken in 10 seconds. The result will appear on both the left and front screens.","• 「写真を撮る」ボタンを押して、左側のカメラを見てください。
5秒後に撮影が始まります。写真は左と正面の画面に表示されます。","• 点击拍照按钮，然后看向左边的摄像头。
5秒后将开始拍照，结果将显示在左侧和前方的屏幕上。","• Nhấn nút chụp ảnh và nhìn vào camera bên trái.

Quá trình ghi hình sẽ bắt đầu sau 10 giây. Lưu kết quả vào điện thoại của bạn qua mã QR.","• Tekan tombol pengambilan foto dan lihat ke kamera di sebelah kiri.

Perekaman akan dimulai setelah 10 detik. Simpan hasilnya ke ponsel Anda melalui kode QR.","• กดปุ่มถ่ายภาพและมองไปที่กล้องทางด้านซ้าย

การบันทึกจะเริ่มหลังจาก 10 วินาที บันทึกผลลัพธ์ลงในโทรศัพท์ของคุณผ่านรหัส QR","• Нажмите кнопку фотосъемки и посмотрите в камеру слева.

Запись начнется через 10 секунд. Сохраните результат на свой телефон с помощью QR-кода.","",""
"134","Photo_PrivacyPolicy","[개인정보활용동의]","[Consent to Use of Personal Information]","[個人情報利用同意]","[同意使用个人信息]","[Đồng ý sử dụng thông tin cá nhân]","[Persetujuan Penggunaan Informasi Pribadi]","[ความยินยอมในการใช้ข้อมูลส่วนบุคคล]","[Согласие на использование персональных данных]","",""
"135","Photo_PrivacyPolicyContent","개인정보 처리방침
1. 개인정보의 수집 항목 및 방법
당사는 서비스 제공을 위해 아래와 같은 개인정보를 수집합니다:
필수 항목: 사진 파일 및 관련 메타데이터
수집 방법: 사용자가 키오스크에서 의상을 선택후 사진촬영을 통해 생성되는 합성 사진 정보 

2. 개인정보의 수집 및 이용 목적
당사는 수집한 개인정보를 다음과 같은 목적을 위해 이용합니다:
서비스 제공: 사용자에게 사진 합성 사진 데이터 제공 
알림 및 마케팅: 이벤트, 프로모션, 광고 등 사용자 맞춤형 정보를 제공하기 위한 활용

3. 개인정보의 보유 및 이용 기간
당사는 사용자의 개인정보를 수집한 목적을 달성할 때까지 보유하며, 이용 목적이 달성된 후에는 즉시 안전하게 파기합니다. 사용자가 탈퇴를 요청하거나 이용을 중단할 경우에도 개인정보는 관련 법령에 따라 일정 기간 보유한 후 파기됩니다.

4. 개인정보의 제3자 제공
당사는 사용자의 개인정보를 원칙적으로 제3자에게 제공하지 않습니다. 다만, 다음과 같은 경우에 한해 개인정보를 제공할 수 있습니다:
법적 의무: 법령에 의한 요구나 법적 절차에 따르는 경우
서비스 제공을 위한 제휴사: 기능 및 프로모션 제공을 위해 필요한 외부 업체와의 협력 시, 최소한의 개인정보를 공유할 수 있습니다.
사용자의 사전 동의: 사용자가 동의한 경우에 한해 개인정보를 제공할 수 있습니다.

5. 개인정보의 안전성 확보 조치
당사는 사용자의 개인정보를 보호하기 위해 다음과 같은 조치를 취하고 있습니다:
데이터 암호화: 개인정보를 암호화하여 저장하고 전송합니다.
접근 제한: 개인정보에 대한 접근을 필요한 직원 및 제휴사로 제한합니다.
보안 업데이트: 정기적인 보안 점검 및 업데이트를 통해 시스템의 취약점을 방지합니다.

6. 개인정보 처리방침의 변경
본 개인정보 처리방침은 법적 요구사항이나 서비스 변경에 따라 수정될 수 있습니다. 변경 사항이 있을 경우, 변경된 사항을 앱 내 또는 웹사이트를 통해 고지합니다.

7. 개인정보 보호 담당자
담당자: 진현욱
연락처: company@witworldwide.com

","Privacy Policy  
1.Items and Collection Method
We collect essential information such as photo files and related metadata when users select costumes and take photos at the kiosk, generating composite images.

2. Purpose of Collection and Use
Collected data is used to provide the composite photo service and deliver personalized notifications like events, promotions, and advertisements.
  
3. Retention Period
Personal information is securely deleted once the collection purpose is fulfilled. If users withdraw or stop using the service, data is deleted except where retention is required by law.
  
4. Provision to Third Parties
Information is generally not shared with third parties, except when legally required, shared minimally with service partners for features and promotions, or with the user’s prior consent.
  
5. Safety Measures
We encrypt personal data for storage and transmission, restrict access to authorized staff and partners, and perform regular security checks and updates.

6. Changes to Privacy Policy  
This policy may change according to legal or service changes.  
All updates will be notified through the app or website.  
  
7. Personal Information Manager  
Manager: Hyunwook Jin
Contact: company@witworldwide.com  
","個人情報取扱方針  
1. 収集項目および方法  
当社は以下のような個人情報をサービス提供のために収集します：  
必須項目：写真ファイルおよび関連メタデータ  
収集方法：キオスクで衣装選択後に撮影される合成写真  
  
2. 利用目的  
当社は収集した個人情報を以下の目的で利用します：  
サービス提供：合成写真データの提供  
お知らせとマーケティング：イベント、プロモーション、広告などの情報提供  
  
3. 保有および利用期間  
当社は収集目的が達成されるまで個人情報を保有します。  
目的が完了した後は速やかに安全に削除します。  
ユーザーが利用を中止または退会を希望した場合も、  
法令に従って一定期間保有した後に削除します。  
  
4. 第三者提供  
原則として第三者への提供は行いません。  
ただし、以下の場合に限り提供することがあります：  
法的義務：法律や法的手続きにより必要な場合  
サービス提供のための提携先：  
機能やプロモーションを実現するため、必要最小限の情報を共有する場合  
ユーザーの事前同意：同意を得た場合のみ提供します  
  
5. 安全対策  
当社は以下の措置を講じています：  
データ暗号化：保存・送信時に暗号化  
アクセス制限：必要なスタッフ・提携先に限定  
セキュリティ更新：定期的な点検と更新  
  
6. 政策の変更  
本ポリシーは法的要件やサービス変更により修正される場合があります。  
変更時にはアプリまたはウェブサイトでお知らせします。  
  
7. 個人情報保護責任者  
担当者：Hyunwook Jin
連絡先：company@witworldwide.com  ","隐私政策  
1. 收集的项目与方式  
为提供服务，我们收集以下个人信息：  
必填信息：照片文件及相关元数据  
收集方式：用户在自助机选择服装并拍照生成的合成图片信息  
  
2. 收集与使用目的  
我们将所收集的信息用于以下目的：  
服务提供：为用户提供合成照片数据  
通知和营销：用于提供活动、促销和广告等个性化信息  
  
3. 信息保留与使用期限  
我们会保留信息直到目的达成，  
一旦完成，将立即安全删除。  
若用户请求注销或停止使用，  
信息将根据法律保留一定期限后删除。  
  
4. 向第三方提供  
我们原则上不会将个人信息提供给第三方。  
但在以下情况下可能提供：  
法律义务：法律或司法程序要求时  
服务合作伙伴：为了提供功能或活动，  
与外部合作伙伴共享最少必要的信息  
用户同意：仅在用户同意的前提下共享  
  
5. 信息安全措施  
我们采取以下措施保障信息安全：  
数据加密：加密存储与传输用户数据  
访问限制：限制信息访问仅限授权人员  
安全更新：定期检查并更新系统安全  
  
6. 隐私政策变更  
本政策可能因法律或服务变更而修改，  
所有更改将通过应用或网站公告通知。  
  
7. 个人信息负责人  
负责人：Hyunwook Jin
联系方式：company@witworldwide.com  ","Chính sách Bảo mật

1. Các Mục và Phương pháp Thu thập Thông tin Cá nhân

Chúng tôi thu thập các thông tin cá nhân sau đây để cung cấp dịch vụ của mình:

Các Mục Bắt buộc: Tệp ảnh và siêu dữ liệu liên quan

Phương pháp Thu thập: Thông tin ảnh tổng hợp được tạo ra thông qua việc chụp ảnh sau khi người dùng chọn trang phục tại ki-ốt

2. Mục đích Thu thập và Sử dụng Thông tin Cá nhân

Chúng tôi sử dụng thông tin cá nhân đã thu thập cho các mục đích sau:

Cung cấp Dịch vụ: Cung cấp dữ liệu ảnh tổng hợp cho người dùng

Thông báo và Tiếp thị: Sử dụng dịch vụ để cung cấp thông tin cá nhân hóa như sự kiện, chương trình khuyến mãi và quảng cáo

3. Thời gian Lưu trữ và Sử dụng Thông tin Cá nhân

Chúng tôi lưu giữ thông tin cá nhân của người dùng cho đến khi mục đích thu thập được hoàn thành, và chúng tôi sẽ ngay lập tức và an toàn hủy bỏ thông tin đó sau khi mục đích sử dụng được hoàn thành. Ngay cả khi người dùng yêu cầu rút lại hoặc ngừng sử dụng, thông tin cá nhân sẽ được lưu giữ trong một khoảng thời gian nhất định theo luật và quy định hiện hành trước khi bị hủy bỏ.

4. Cung cấp Thông tin Cá nhân cho Bên thứ ba

Về nguyên tắc, chúng tôi không cung cấp thông tin cá nhân của người dùng cho bên thứ ba. Tuy nhiên, thông tin cá nhân chỉ được cung cấp trong các trường hợp sau:

Nghĩa vụ pháp lý: Khi được yêu cầu bởi luật pháp hoặc theo quy trình pháp lý

Đối tác cung cấp dịch vụ: Thông tin cá nhân tối thiểu có thể được chia sẻ khi hợp tác với các công ty bên ngoài cần thiết để cung cấp các tính năng và chương trình khuyến mãi.

Sự đồng ý trước của người dùng: Thông tin cá nhân chỉ được cung cấp nếu người dùng đã đồng ý.

5. Các biện pháp đảm bảo an toàn thông tin cá nhân

Chúng tôi thực hiện các biện pháp sau để bảo vệ thông tin cá nhân của người dùng:

Mã hóa dữ liệu: Thông tin cá nhân được mã hóa khi lưu trữ và truyền tải.

Hạn chế truy cập: Quyền truy cập vào thông tin cá nhân bị hạn chế đối với các nhân viên và đối tác cần thiết.

Cập nhật bảo mật: Chúng tôi ngăn chặn các lỗ hổng hệ thống thông qua việc kiểm tra và cập nhật bảo mật thường xuyên.

6. Thay đổi Chính sách bảo mật

Chính sách bảo mật này có thể được sửa đổi theo yêu cầu pháp lý hoặc thay đổi dịch vụ. Trong trường hợp có bất kỳ thay đổi nào, chúng tôi sẽ thông báo cho bạn trong ứng dụng hoặc qua trang web.

7. Cán bộ phụ trách bảo mật

Cán bộ: Jin Hyun-wook

Liên hệ: company@witworldwide.com

","Kebijakan Privasi

1. Item dan Metode Pengumpulan Informasi Pribadi

Kami mengumpulkan informasi pribadi berikut untuk menyediakan layanan kami:

Item yang Diperlukan: File foto dan metadata terkait

Metode Pengumpulan: Informasi foto komposit yang dihasilkan melalui pengambilan foto setelah pengguna memilih pakaian di kios

2. Tujuan Pengumpulan dan Penggunaan Informasi Pribadi

Kami menggunakan informasi pribadi yang dikumpulkan untuk tujuan berikut:

Penyediaan Layanan: Menyediakan data foto komposit kepada pengguna

Pemberitahuan dan Pemasaran: Memanfaatkan layanan untuk memberikan informasi yang dipersonalisasi seperti acara, promosi, dan iklan

3. Masa Penyimpanan dan Penggunaan Informasi Pribadi

Kami menyimpan informasi pribadi pengguna hingga tujuan pengumpulannya tercapai, dan kami segera dan aman menghancurkannya setelah tujuan penggunaan terpenuhi. Bahkan jika pengguna meminta penarikan atau menghentikan penggunaan, informasi pribadi akan disimpan untuk jangka waktu tertentu sesuai dengan hukum dan peraturan yang berlaku sebelum dihancurkan.

4. Pemberian Informasi Pribadi kepada Pihak Ketiga

Pada prinsipnya, kami tidak memberikan informasi pribadi pengguna kepada pihak ketiga. Namun, informasi pribadi hanya dapat diberikan dalam kasus-kasus berikut:

Kewajiban Hukum: Jika diwajibkan oleh hukum atau sesuai dengan prosedur hukum

Afiliasi untuk Penyediaan Layanan: Informasi pribadi minimal dapat dibagikan saat bekerja sama dengan perusahaan eksternal yang diperlukan untuk menyediakan fitur dan promosi.

Persetujuan Pengguna Sebelumnya: Informasi pribadi hanya dapat diberikan jika pengguna telah memberikan persetujuan.

5. Langkah-langkah untuk Memastikan Keamanan Informasi Pribadi

Kami mengambil langkah-langkah berikut untuk melindungi informasi pribadi pengguna:

Enkripsi Data: Informasi pribadi dienkripsi saat disimpan dan ditransmisikan.

Pembatasan Akses: Akses ke informasi pribadi dibatasi hanya untuk karyawan dan afiliasi yang diperlukan.

Pembaruan Keamanan: Kami mencegah kerentanan sistem melalui pemeriksaan dan pembaruan keamanan secara berkala.

6. Perubahan Kebijakan Privasi

Kebijakan Privasi ini dapat dimodifikasi sesuai dengan persyaratan hukum atau perubahan layanan. Jika terjadi perubahan, kami akan memberi tahu Anda melalui aplikasi atau situs web.

7. Petugas Privasi

Petugas: Jin Hyun-wook

Kontak: company@wittworldwide.com

","นโยบายความเป็นส่วนตัว

1. รายการและวิธีการเก็บรวบรวมข้อมูลส่วนบุคคล

เราเก็บรวบรวมข้อมูลส่วนบุคคลต่อไปนี้เพื่อให้บริการของเรา:

รายการที่จำเป็น: ไฟล์ภาพถ่ายและข้อมูลเมตาที่เกี่ยวข้อง

วิธีการเก็บรวบรวม: ข้อมูลภาพถ่ายรวมที่สร้างขึ้นจากการถ่ายภาพหลังจากผู้ใช้เลือกชุดที่ตู้คีออสก์

2. วัตถุประสงค์ของการเก็บรวบรวมและการใช้ข้อมูลส่วนบุคคล

เราใช้ข้อมูลส่วนบุคคลที่เก็บรวบรวมไว้เพื่อวัตถุประสงค์ดังต่อไปนี้:

การให้บริการ: การให้ข้อมูลภาพถ่ายรวมแก่ผู้ใช้

การแจ้งเตือนและการตลาด: การใช้บริการเพื่อให้ข้อมูลส่วนบุคคล เช่น กิจกรรม โปรโมชั่น และโฆษณา

3. ระยะเวลาการเก็บรักษาและการใช้ข้อมูลส่วนบุคคล

เราเก็บรักษาข้อมูลส่วนบุคคลของผู้ใช้ไว้จนกว่าจะบรรลุวัตถุประสงค์ที่เก็บรวบรวมไว้ และเราจะทำลายข้อมูลนั้นทันทีและปลอดภัยเมื่อบรรลุวัตถุประสงค์แล้ว แม้ว่าผู้ใช้จะร้องขอการถอนตัวหรือหยุดใช้บริการ ข้อมูลส่วนบุคคลจะยังคงอยู่เป็นระยะเวลาหนึ่งตามกฎหมายและข้อบังคับที่เกี่ยวข้องก่อนที่จะถูกทำลาย

4. การให้ข้อมูลส่วนบุคคลแก่บุคคลที่สาม

โดยหลักการแล้ว เราจะไม่เปิดเผยข้อมูลส่วนบุคคลของผู้ใช้ให้แก่บุคคลที่สาม อย่างไรก็ตาม ข้อมูลส่วนบุคคลอาจถูกเปิดเผยได้เฉพาะในกรณีต่อไปนี้:

ข้อผูกพันทางกฎหมาย: เมื่อกฎหมายกำหนดหรือตามขั้นตอนทางกฎหมาย

ความร่วมมือกับบริษัทในเครือเพื่อการให้บริการ: ข้อมูลส่วนบุคคลขั้นต่ำอาจถูกแบ่งปันเมื่อร่วมมือกับบริษัทภายนอกที่จำเป็นในการให้บริการฟีเจอร์และโปรโมชั่น

ความยินยอมล่วงหน้าจากผู้ใช้: ข้อมูลส่วนบุคคลอาจถูกเปิดเผยได้ก็ต่อเมื่อผู้ใช้ได้ให้ความยินยอมแล้วเท่านั้น

5. มาตรการเพื่อความปลอดภัยของข้อมูลส่วนบุคคล

เราใช้มาตรการต่อไปนี้เพื่อปกป้องข้อมูลส่วนบุคคลของผู้ใช้:

การเข้ารหัสข้อมูล: ข้อมูลส่วนบุคคลจะถูกเข้ารหัสเมื่อจัดเก็บและส่งผ่าน

การจำกัดการเข้าถึง: การเข้าถึงข้อมูลส่วนบุคคลถูกจำกัดเฉพาะพนักงานและบริษัทในเครือที่จำเป็นเท่านั้น

การอัปเดตความปลอดภัย: เราป้องกันช่องโหว่ของระบบผ่านการตรวจสอบและอัปเดตความปลอดภัยเป็นประจำ

6. การเปลี่ยนแปลงนโยบายความเป็นส่วนตัว

นโยบายความเป็นส่วนตัวนี้อาจได้รับการแก้ไขตามข้อกำหนดทางกฎหมายหรือการเปลี่ยนแปลงบริการ ในกรณีที่มีการเปลี่ยนแปลงใดๆ เราจะแจ้งให้คุณทราบภายในแอปหรือผ่านทางเว็บไซต์

7. เจ้าหน้าที่คุ้มครองข้อมูลส่วนบุคคล

เจ้าหน้าที่: จิน ฮยอน-วุค

ติดต่อ: company@witworldwide.com

","Политика конфиденциальности

1. Элементы и методы сбора персональной информации

Для предоставления наших услуг мы собираем следующую персональную информацию:

Обязательные элементы: Файлы фотографий и связанные с ними метаданные

Метод сбора: Составная фотоинформация, полученная путем фотографирования после выбора пользователем одежды в киоске

2. Цель сбора и использования персональной информации

Мы используем собранную персональную информацию для следующих целей:

Предоставление услуг: Предоставление пользователям составных фотоданных

Уведомления и маркетинг: Использование сервиса для предоставления персонализированной информации, такой как события, акции и реклама

3. Срок хранения и использования персональной информации

Мы храним персональную информацию пользователей до достижения цели, для которой она была собрана, и немедленно и безопасно уничтожаем ее после достижения цели использования. Даже если пользователь запрашивает отзыв согласия или прекращает использование, персональная информация будет храниться в течение определенного периода в соответствии с действующим законодательством и нормативными актами, прежде чем будет уничтожена.


4. Предоставление персональной информации третьим лицам

В принципе, мы не предоставляем персональную информацию пользователей третьим лицам. Однако предоставление персональной информации может осуществляться только в следующих случаях:

Юридическое обязательство: когда это требуется законом или в соответствии с юридическими процедурами.

Аффилированные компании для предоставления услуг: минимальное количество персональной информации может быть передано при сотрудничестве с внешними компаниями, необходимыми для предоставления функций и проведения рекламных акций.

Предварительное согласие пользователя: персональная информация может быть предоставлена ​​только с согласия пользователя.

5. Меры по обеспечению безопасности персональной информации

Мы принимаем следующие меры для защиты персональной информации пользователей:

Шифрование данных: персональная информация шифруется при хранении и передаче.

Ограничение доступа: доступ к персональной информации ограничен необходимыми сотрудниками и аффилированными лицами.

Обновления безопасности: мы предотвращаем уязвимости системы посредством регулярных проверок безопасности и обновлений.

6. Изменения в Политике конфиденциальности

Настоящая Политика конфиденциальности может быть изменена в соответствии с требованиями законодательства или изменениями в предоставляемых услугах. В случае каких-либо изменений мы уведомим вас в приложении или на веб-сайте.

7. Ответственный за защиту персональных данных

Ответственный: Джин Хён-ук

Контакты: company@witworldwide.com

","",""
"136","Photo_Start","촬영시작","Start Shooting","撮影開始","开始拍摄","Bắt đầu quay phim","Mulai syuting","เริ่มถ่ายทำ","Начать съемку","",""
"1622","SubHeader_PhotoResult","의상을 이쁘게 입고 나왔어요^^ 핸드폰에 저장해가세요 ","Looking great! Save it to your phone.","衣装バッチリ！スマホに保存してね。","穿搭超好看！快保存到手机吧。","Mình diện một bộ đồ rất xinh ^^ Hãy lưu ảnh này vào điện thoại nhé.","Aku keluar mengenakan pakaian yang cantik^^ Tolong simpan ini di ponselmu.","ฉันออกมาในชุดที่สวยมากเลย^^ ช่วยเซฟรูปนี้ไว้ในโทรศัพท์ด้วยนะคะ","Я вышла в очень красивом наряде^^ Пожалуйста, сохраните это на свой телефон.","",""
"137","Photo_QRExplain","저장하기 버튼클릭 
<color=#1A4D7E>QR을 카메라로 찍어주세요!</color>","To save your photo, 
<color=#1A4D7E>scan the QR!</color>","写真を保存するには
<color=#1A4D7E>QRコードをスキャンしてください！</color>","若要保存照片，请
<color=#1A4D7E>扫描二维码！</color>","Nhấn nút Lưu

<color=#1A4D7E>Vui lòng quét mã QR bằng camera của bạn!</color>","Klik Tombol Simpan

<color=#1A4D7E>Silakan pindai kode QR dengan kamera Anda!</color>","คลิกปุ่มบันทึก

<color=#1A4D7E>กรุณาสแกนคิวอาร์โค้ดด้วยกล้องของคุณ!</color>","Нажмите кнопку «Сохранить»

<color=#1A4D7E>Пожалуйста, отсканируйте QR-код камерой!</color>","",""
"138","Photo_Save","저장하기","Save","保存","保存","Cứu","Menyimpan","บันทึก","Сохранять","",""
"139","Photo_Home","다시찍기","Try Again","再撮影","重拍","Thi lại","Merebut kembali","ถ่ายซ้ำ","Переснять","",""
