"운영팀> 2번 모니터> 유니티 프로그램 내용 Num","Key","Korean","English","Japanese","Chinese","Vietnamese","Thai","Команда управления > Монитор 2 > Содержание программы Unity Russian","Indonesian","Description","구분(위치)"
"127","Photo_PrivacyPolicyContent","개인정보 처리방침
1. 개인정보의 수집 항목 및 방법
당사는 서비스 제공을 위해 아래와 같은 개인정보를 수집합니다:
필수 항목: 사진 파일 및 관련 메타데이터
수집 방법: 사용자가 키오스크에서 의상을 선택후 사진촬영을 통해 생성되는 합성 사진 정보 

2. 개인정보의 수집 및 이용 목적
당사는 수집한 개인정보를 다음과 같은 목적을 위해 이용합니다:
서비스 제공: 사용자에게 사진 합성 사진 데이터 제공 
알림 및 마케팅: 이벤트, 프로모션, 광고 등 사용자 맞춤형 정보를 제공하기 위한 활용

3. 개인정보의 보유 및 이용 기간
당사는 사용자의 개인정보를 수집한 목적을 달성할 때까지 보유하며, 이용 목적이 달성된 후에는 즉시 안전하게 파기합니다. 사용자가 탈퇴를 요청하거나 이용을 중단할 경우에도 개인정보는 관련 법령에 따라 일정 기간 보유한 후 파기됩니다.

4. 개인정보의 제3자 제공
당사는 사용자의 개인정보를 원칙적으로 제3자에게 제공하지 않습니다. 다만, 다음과 같은 경우에 한해 개인정보를 제공할 수 있습니다:
법적 의무: 법령에 의한 요구나 법적 절차에 따르는 경우
서비스 제공을 위한 제휴사: 기능 및 프로모션 제공을 위해 필요한 외부 업체와의 협력 시, 최소한의 개인정보를 공유할 수 있습니다.
사용자의 사전 동의: 사용자가 동의한 경우에 한해 개인정보를 제공할 수 있습니다.

5. 개인정보의 안전성 확보 조치
당사는 사용자의 개인정보를 보호하기 위해 다음과 같은 조치를 취하고 있습니다:
데이터 암호화: 개인정보를 암호화하여 저장하고 전송합니다.
접근 제한: 개인정보에 대한 접근을 필요한 직원 및 제휴사로 제한합니다.
보안 업데이트: 정기적인 보안 점검 및 업데이트를 통해 시스템의 취약점을 방지합니다.

6. 개인정보 처리방침의 변경
본 개인정보 처리방침은 법적 요구사항이나 서비스 변경에 따라 수정될 수 있습니다. 변경 사항이 있을 경우, 변경된 사항을 앱 내 또는 웹사이트를 통해 고지합니다.

7. 개인정보 보호 담당자
담당자: 진현욱 
연락처: company@witworldwide.com

","Privacy Policy  
1.Items and Collection Method
We collect essential information such as photo files and related metadata when users select costumes and take photos at the kiosk, generating composite images.

2. Purpose of Collection and Use
Collected data is used to provide the composite photo service and deliver personalized notifications like events, promotions, and advertisements.
  
3. Retention Period
Personal information is securely deleted once the collection purpose is fulfilled. If users withdraw or stop using the service, data is deleted except where retention is required by law.
  
4. Provision to Third Parties
Information is generally not shared with third parties, except when legally required, shared minimally with service partners for features and promotions, or with the user’s prior consent.
  
5. Safety Measures
We encrypt personal data for storage and transmission, restrict access to authorized staff and partners, and perform regular security checks and updates.

6. Changes to Privacy Policy  
This policy may change according to legal or service changes.  
All updates will be notified through the app or website.  
  
7. Personal Information Manager  
Manager: Jay Jin
Contact: company@witworldwide.com  
","個人情報取扱方針  
1. 収集項目および方法  
当社は以下のような個人情報をサービス提供のために収集します：  
必須項目：写真ファイルおよび関連メタデータ  
収集方法：キオスクで衣装選択後に撮影される合成写真  
  
2. 利用目的  
当社は収集した個人情報を以下の目的で利用します：  
サービス提供：合成写真データの提供  
お知らせとマーケティング：イベント、プロモーション、広告などの情報提供  
  
3. 保有および利用期間  
当社は収集目的が達成されるまで個人情報を保有します。  
目的が完了した後は速やかに安全に削除します。  
ユーザーが利用を中止または退会を希望した場合も、  
法令に従って一定期間保有した後に削除します。  
  
4. 第三者提供  
原則として第三者への提供は行いません。  
ただし、以下の場合に限り提供することがあります：  
法的義務：法律や法的手続きにより必要な場合  
サービス提供のための提携先：  
機能やプロモーションを実現するため、必要最小限の情報を共有する場合  
ユーザーの事前同意：同意を得た場合のみ提供します  
  
5. 安全対策  
当社は以下の措置を講じています：  
データ暗号化：保存・送信時に暗号化  
アクセス制限：必要なスタッフ・提携先に限定  
セキュリティ更新：定期的な点検と更新  
  
6. 政策の変更  
本ポリシーは法的要件やサービス変更により修正される場合があります。  
変更時にはアプリまたはウェブサイトでお知らせします。  
  
7. 個人情報保護責任者  
担当者：Jay Jin
連絡先：company@witworldwide.com  ","隐私政策  
1. 收集的项目与方式  
为提供服务，我们收集以下个人信息：  
必填信息：照片文件及相关元数据  
收集方式：用户在自助机选择服装并拍照生成的合成图片信息  
  
2. 收集与使用目的  
我们将所收集的信息用于以下目的：  
服务提供：为用户提供合成照片数据  
通知和营销：用于提供活动、促销和广告等个性化信息  
  
3. 信息保留与使用期限  
我们会保留信息直到目的达成，  
一旦完成，将立即安全删除。  
若用户请求注销或停止使用，  
信息将根据法律保留一定期限后删除。  
  
4. 向第三方提供  
我们原则上不会将个人信息提供给第三方。  
但在以下情况下可能提供：  
法律义务：法律或司法程序要求时  
服务合作伙伴：为了提供功能或活动，  
与外部合作伙伴共享最少必要的信息  
用户同意：仅在用户同意的前提下共享  
  
5. 信息安全措施  
我们采取以下措施保障信息安全：  
数据加密：加密存储与传输用户数据  
访问限制：限制信息访问仅限授权人员  
安全更新：定期检查并更新系统安全  
  
6. 隐私政策变更  
本政策可能因法律或服务变更而修改，  
所有更改将通过应用或网站公告通知。  
  
7. 个人信息负责人  
负责人：Jay jin
联系方式：company@witworldwide.com  ","[Tiếng Việt]Chính sách xử lý thông tin cá nhân

1. Các mục và phương pháp thu thập thông tin cá nhân
Công ty thu thập các thông tin cá nhân sau đây để cung cấp dịch vụ:
Mục bắt buộc: File ảnh và siêu dữ liệu liên quan
Phương pháp thu thập: Thông tin ảnh tổng hợp được tạo ra thông qua việc chụp ảnh sau khi người dùng chọn trang phục tại kiosk.
2. Mục đích thu thập và sử dụng thông tin cá nhân
Công ty sử dụng thông tin cá nhân đã thu thập cho các mục đích sau:
Cung cấp dịch vụ: Cung cấp dữ liệu ảnh tổng hợp cho người dùng
Thông báo và Tiếp thị: Sử dụng để cung cấp thông tin tùy chỉnh cho người dùng như sự kiện, chương trình khuyến mãi, quảng cáo.
3. Thời hạn lưu trữ và sử dụng thông tin cá nhân
Công ty lưu giữ thông tin cá nhân của người dùng cho đến khi đạt được mục đích thu thập và sẽ hủy bỏ một cách an toàn ngay sau khi mục đích sử dụng được hoàn thành. Ngay cả khi người dùng yêu cầu rút khỏi dịch vụ hoặc ngừng sử dụng, thông tin cá nhân vẫn được lưu giữ trong một thời gian nhất định theo các quy định pháp luật liên quan trước khi bị hủy bỏ.
4. Cung cấp thông tin cá nhân cho bên thứ ba
Về nguyên tắc, công ty không cung cấp thông tin cá nhân của người dùng cho bên thứ ba. Tuy nhiên, thông tin cá nhân có thể được cung cấp trong các trường hợp sau:
Nghĩa vụ pháp lý: Theo yêu cầu của pháp luật hoặc tuân theo các thủ tục pháp lý.
Đối tác cung cấp dịch vụ: Khi hợp tác với các đơn vị bên ngoài cần thiết để cung cấp tính năng và chương trình khuyến mãi, có thể chia sẻ thông tin cá nhân ở mức tối thiểu.
Sự đồng ý trước của người dùng: Chỉ cung cấp thông tin cá nhân khi người dùng đã đồng ý.
5. Biện pháp đảm bảo tính an toàn của thông tin cá nhân
Công ty đang thực hiện các biện pháp sau để bảo vệ thông tin cá nhân của người dùng:
Mã hóa dữ liệu: Lưu trữ và truyền tải thông tin cá nhân dưới dạng mã hóa.
Hạn chế truy cập: Hạn chế quyền truy cập vào thông tin cá nhân đối với những nhân viên và đối tác cần thiết.
Cập nhật bảo mật: Ngăn ngừa các lỗ hổng hệ thống thông qua kiểm tra và cập nhật bảo mật định kỳ.
6. Thay đổi chính sách xử lý thông tin cá nhân
Chính sách xử lý thông tin cá nhân này có thể được sửa đổi tùy theo yêu cầu pháp lý hoặc thay đổi dịch vụ. Nếu có thay đổi, nội dung thay đổi sẽ được thông báo qua ứng dụng hoặc trang web.
7. Người phụ trách bảo vệ thông tin cá nhân
Người phụ trách: Jin Hyeon-uk","[ภาษาไทย]
นโยบายการจัดการข้อมูลส่วนบุคคล
1. รายการและวิธีการเก็บรวบรวมข้อมูลส่วนบุคคล
บริษัทเก็บรวบรวมข้อมูลส่วนบุคคลดังต่อไปนี้เพื่อให้บริการ:
รายการที่จำเป็น: ไฟล์รูปภาพและข้อมูลเมตาที่เกี่ยวข้อง
วิธีการเก็บรวบรวม: ข้อมูลภาพถ่ายที่สร้างขึ้นจากการถ่ายภาพหลังจากที่ผู้ใช้เลือกชุดที่ตู้คีออสก์
2. วัตถุประสงค์ในการเก็บรวบรวมและใช้ข้อมูลส่วนบุคคล
บริษัทใช้ข้อมูลส่วนบุคคลที่เก็บรวบรวมเพื่อวัตถุประสงค์ดังต่อไปนี้:
การให้บริการ: ให้ข้อมูลภาพถ่ายแก่ผู้ใช้
การแจ้งเตือนและการตลาด: ใช้เพื่อให้ข้อมูลที่ปรับให้เหมาะกับผู้ใช้ เช่น กิจกรรม โปรโมชั่น และการโฆษณา
3. ระยะเวลาการเก็บรักษาและการใช้ข้อมูลส่วนบุคคล
บริษัทจะเก็บรักษาข้อมูลส่วนบุคคลของผู้ใช้จนกว่าจะบรรลุวัตถุประสงค์ในการเก็บรวบรวม และจะทำลายทิ้งอย่างปลอดภัยทันทีหลังจากบรรลุวัตถุประสงค์การใช้งาน แม้ว่าผู้ใช้จะขอยกเลิกหรือหยุดใช้งาน ข้อมูลส่วนบุคคลจะถูกเก็บรักษาไว้เป็นระยะเวลาหนึ่งตามกฎหมายที่เกี่ยวข้องก่อนที่จะถูกทำลาย
4. การให้ข้อมูลส่วนบุคคลแก่บุคคลที่สาม
โดยหลักการแล้วบริษัทจะไม่ให้ข้อมูลส่วนบุคคลของผู้ใช้แก่บุคคลที่สาม อย่างไรก็ตาม อาจมีการให้ข้อมูลส่วนบุคคลในกรณีดังต่อไปนี้เท่านั้น:
ภาระผูกพันตามกฎหมาย: ในกรณีที่มีการร้องขอตามกฎหมายหรือปฏิบัติตามขั้นตอนทางกฎหมาย
พันธมิตรสำหรับการให้บริการ: เมื่อร่วมมือกับบริษัทภายนอกที่จำเป็นสำหรับการจัดหาฟังก์ชันและโปรโมชั่น อาจมีการแบ่งปันข้อมูลส่วนบุคคลขั้นต่ำ
ความยินยอมล่วงหน้าของผู้ใช้: อาจมีการให้ข้อมูลส่วนบุคคลเฉพาะในกรณีที่ผู้ใช้ยินยอมเท่านั้น
5. มาตรการรักษาความปลอดภัยของข้อมูลส่วนบุคคล
บริษัทดำเนินมาตรการดังต่อไปนี้เพื่อปกป้องข้อมูลส่วนบุคคลของผู้ใช้:
การเข้ารหัสข้อมูล: เข้ารหัสข้อมูลส่วนบุคคลในการจัดเก็บและส่งต่อ
การจำกัดการเข้าถึง: จำกัดการเข้าถึงข้อมูลส่วนบุคคลเฉพาะพนักงานและพันธมิตรที่จำเป็นเท่านั้น
การอัปเดตความปลอดภัย: ป้องกันช่องโหว่ของระบบผ่านการตรวจสอบความปลอดภัยและการอัปเดตเป็นประจำ
6. การเปลี่ยนแปลงนโยบายการจัดการข้อมูลส่วนบุคคล
นโยบายการจัดการข้อมูลส่วนบุคคลนี้อาจได้รับการแก้ไขตามข้อกำหนดทางกฎหมายหรือการเปลี่ยนแปลงบริการ หากมีการเปลี่ยนแปลงจะมีการแจ้งการเปลี่ยนแปลงผ่านแอปหรือเว็บไซต์
7. เจ้าหน้าที่คุ้มครองข้อมูลส่วนบุคคล
เจ้าหน้าที่: Jin Hyeon-uk
ติดต่อ: company@witworldwide.com","Политика конфиденциальности
1. Собираемые данные и метод сбора
Мы собираем необходимую информацию, такую как файлы фотографий и связанные метаданные, когда пользователи выбирают костюмы и делают снимки в киоске, создавая комбинированные изображения.

2. Цель сбора и использования
Собранные данные используются для предоставления услуг по созданию комбинированных фотографий, а также для отправки персонализированных уведомлений, таких как информация о мероприятиях, рекламных акциях и объявлениях.

3. Срок хранения
Персональные данные надежно удаляются после достижения целей сбора. Если пользователь отзывает согласие или прекращает использование сервиса, данные удаляются, за исключением случаев, когда их хранение требуется по закону.

4. Предоставление третьим лицам
Информация, как правило, не передается третьим лицам, за исключением случаев, предусмотренных законом, минимального совместного использования с партнерами для предоставления функций и рекламных акций или с предварительного согласия пользователя.

5. Меры безопасности
Мы шифруем персональные данные при хранении и передаче, ограничиваем доступ только для уполномоченного персонала и партнеров, а также проводим регулярные проверки и обновления безопасности.

6. Изменения в политике конфиденциальности
Настоящая политика может меняться в соответствии с изменениями в законодательстве или работе сервиса. Все обновления будут публиковаться в приложении или на веб-сайте.

7. Ответственный за защиту персональных данных
Ответственный: Jay Jin
Контакты: company@witworldwide.com","[ Bahasa Indonesia]
Kebijakan Pemrosesan Informasi Pribadi
1. Item dan Metode Pengumpulan Informasi Pribadi
Perusahaan mengumpulkan informasi pribadi berikut untuk menyediakan layanan:
Item Wajib: File foto dan metadata terkait
Metode Pengumpulan: Informasi foto komposit yang dihasilkan melalui pengambilan foto setelah pengguna memilih kostum di kios.
2. Tujuan Pengumpulan dan Penggunaan Informasi Pribadi
Perusahaan menggunakan informasi pribadi yang dikumpulkan untuk tujuan berikut:
Penyediaan Layanan: Menyediakan data foto komposit kepada pengguna
Pemberitahuan dan Pemasaran: Penggunaan untuk memberikan informasi yang disesuaikan dengan pengguna seperti acara, promosi, dan iklan.
3. Masa Retensi dan Penggunaan Informasi Pribadi
Perusahaan menyimpan informasi pribadi pengguna hingga tujuan pengumpulan tercapai, dan segera memusnahkannya dengan aman setelah tujuan penggunaan tercapai. Bahkan jika pengguna meminta penarikan atau berhenti menggunakan layanan, informasi pribadi akan disimpan untuk jangka waktu tertentu sesuai dengan undang-undang terkait dan kemudian dimusnahkan.
4. Penyediaan Informasi Pribadi kepada Pihak Ketiga
Pada prinsipnya, perusahaan tidak memberikan informasi pribadi pengguna kepada pihak ketiga. Namun, informasi pribadi dapat diberikan hanya dalam kasus-kasus berikut:
Kewajiban Hukum: Dalam hal permintaan berdasarkan undang-undang dan peraturan atau mengikuti prosedur hukum.
Mitra Penyedia Layanan: Saat bekerja sama dengan perusahaan eksternal yang diperlukan untuk menyediakan fitur dan promosi, informasi pribadi minimum dapat dibagikan.
Persetujuan Sebelumnya dari Pengguna: Informasi pribadi hanya dapat diberikan jika pengguna menyetujuinya.
5. Langkah-langkah Menjamin Keamanan Informasi Pribadi
Perusahaan mengambil langkah-langkah berikut untuk melindungi informasi pribadi pengguna:
Enkripsi Data: Mengenkripsi informasi pribadi untuk disimpan dan dikirimkan.
Pembatasan Akses: Membatasi akses ke informasi pribadi hanya untuk karyawan dan mitra yang diperlukan.
Pembaruan Keamanan: Mencegah kerentanan sistem melalui pemeriksaan dan pembaruan keamanan rutin.
6. Perubahan Kebijakan Pemrosesan Informasi Pribadi
Kebijakan Pemrosesan Informasi Pribadi ini dapat diubah sesuai dengan persyaratan hukum atau perubahan layanan. Jika ada perubahan, hal-hal yang diubah akan diberitahukan melalui aplikasi atau situs web.
7. Petugas Perlindungan Informasi Pribadi
Petugas: Jin Hyeon-uk
Kontak: company@witworldwide.com","","아이콘20"
"128","Photo_Start","촬영시작","Start Shooting","撮影開始","开始拍摄","Bắt đầu chụp","เริ่มถ่ายภาพ","Начать съемку","Mulai Ambil Foto","","아이콘20"
"129","Photo_QRExplain","사진을 저장하려면 <color=#FE6C50>QR을 카메라로 찍어주세요!</color>","To save your photo, <color=#FE6C50>scan the QR!</color>","写真を保存するには<color=#FE6C50>QRコードをスキャンしてください！</color>","若要保存照片，请<color=#FE6C50>扫描二维码！</color>","Quét mã QR để lưu ảnh của bạn!","สแกนคิวอาร์โค้ดเพื่อบันทึกรูปภาพค่ะ!","Чтобы сохранить фото, <color=#FE6C50>отсканируйте QR-код!</color>","Scan kode QR untuk menyimpan foto Anda!","","아이콘20"
"130","Photo_Save","저장하기","Save","保存","保存","Lưu lại","บันทึก","Сохранить","Simpan","","아이콘20"
"131","Photo_Home","다시찍기","Try Again","再撮影","重拍","Chụp lại","ถ่ายใหม่","Переснять","Ulangi Foto","","아이콘20"
"1311","Photo_SNS","QR을 통해서 내 핸드폰에 저장하고 다양한 SNS에 올려보세요 
한복 착장에 관한 이벤트가 준비중이니 많은 참여 바랍니다. ","Scan the QR to save and share on socials! Stay tuned for our Hanbok event.","QRで保存してSNSにシェア！韓服イベントも準備中なのでお楽しみに。","扫码保存并分享至社交平台！韩服活动筹备中，敬请期待。","Lưu về máy qua QR và chia sẻ lên mạng xã hội.
Sắp có sự kiện thử Hanbok, hãy cùng tham gia nhé!","บันทึกรูปผ่าน QR และแชร์ลงโซเชียลกันนะคะ
กิจกรรมลองชุดฮันบกกำลังจะเริ่ม เชิญมาร่วมสนุกค่ะ","Сохраните фото на телефон с помощью QR-кода и делитесь им в социальных сетях!\nГотовится мероприятие по примерке ханбоков, надеемся на ваше активное участие.","Simpan ke ponsel via QR dan bagikan ke Sosmed.
Event Hanbok segera hadir, ayo ikutan!","","아이콘20"
"132","HanbokExplain_HanbokDesigner","[WIT AI SMART KIOSK] 에 AR로 착용하는 한복은 
대한민국의 한복 명인 박술녀’ 디자이너 선생님이 제공해주신 한복입니다.  ","The hanbok worn via AR on the [WIT AI SMART KIOSK] is provided by 
Park Sul-nyeo, a master hanbok designer from South Korea.","[WIT AI SMART KIOSK]でARを使って着用する韓服は、韓国の韓服名匠であるパク・スルニョデザイナー先生が提供してくださいました。","[WIT AI SMART KIOSK]中通过AR试穿的韩服是由韩国韩服名匠朴述女设计师提供的。","Trang phục Hanbok AR trên [WIT AI SMART KIOSK] được cung cấp bởi nghệ nhân Hanbok Hàn Quốc 'Park Sul-nyeo'.","ชุดฮันบก AR บน [WIT AI SMART KIOSK] ได้รับการสนับสนุนโดยดีไซเนอร์ 'พัคซุลนยอ' ปรมาจารย์ด้านชุดฮันบกของเกาหลีค่ะ","Ханбок, который вы можете примерить с помощью AR в [WIT AI SMART KIOSK], предоставлен Пак Суль Нё, выдающимся дизайнером ханбоков из Южной Кореи.","Hanbok AR di [WIT AI SMART KIOSK] disediakan oleh Master Desainer Hanbok ternama Korea, 'Park Sul-nyeo'.","","아이콘20"
"133","HanbokExplain_HanbokExplainContent","한복은 한국 전통 의복으로, 오랜 역사와 전통을 가진 옷입니다.
한복은 고유의 아름다움과 독특한 디자인으로 한국 문화를 대표하는  상징 중 하나로 
여겨지며, 특별한 행사나 명절 때 주로 착용됩니다. 
직선적인 서양 복식과 달리, 한복은 부드럽게 흐르는 선과 넉넉한 옷자락이 특징입니다. 
전통적으로, 한복의 색은 사회적 지위, 연령, 계절 등에 따라 다르게 선택되었으며, 
색상의 조합은 옷을 입는 사람의 개성과 상황을 반영합니다. 
한복은 단순한 의복을 넘어 한국의 전통과 문화를 상징하는 중요한 문화유산으로, 세계적으로도 그 아름다움을 인정받고 있습니다. 
바로 지금, 저 인사가 한복을 입은 여러분들의 예쁜 모습을 화면속에 담아드릴게요! 
한복 착장서비스를 시작해보세요 ~~","Hanbok is traditional Korean attire with a long history, known for its elegant beauty and flowing design. 
Unlike Western clothing, it features soft lines and wide sleeves. 
Traditionally, its colors reflected social status, age, and season, expressing the wearer’s individuality. 
More than just clothing, hanbok is a symbol of Korean culture and heritage, admired worldwide. 
Now, I, INSA, will capture your beautiful hanbok look on screen—try our hanbok fitting service today!","韓服（ハンボク）は、韓国の伝統衣装で、長い歴史と美しいデザインを持ち、特別な行事や祝日に着用されます。
柔らかなラインとゆったりとしたシルエットが特徴で、色の組み合わせには着る人の個性や背景が表れます。
韓服は韓国文化を象徴する重要な文化遺産として、世界でもその美しさが認められています。
今、インサが韓服姿の皆さんを画面に映し出します！
韓服着用サービスを体験してみましょう〜","韩服是韩国传统服饰，拥有悠久历史，以柔美的线条和独特设计著称。
它常在节日或特别场合穿着，颜色选择体现身份、年龄与个性。
韩服不仅是服装，更是韩国文化的重要象征，因其美丽而享誉全球。
现在，我是INSA，要把你穿韩服的美丽模样展现在屏幕上！
快来体验韩服穿搭服务吧〜

","Hanbok là trang phục truyền thống của Hàn Quốc với lịch sử lâu đời. Với vẻ đẹp riêng biệt và thiết kế độc đáo, Hanbok được coi là biểu tượng văn hóa tiêu biểu của Hàn Quốc, thường được mặc vào các dịp lễ tết hoặc sự kiện đặc biệt. Khác với trang phục phương Tây có đường nét góc cạnh, Hanbok đặc trưng bởi những đường cong mềm mại và tà áo rộng rãi. Theo truyền thống, màu sắc được lựa chọn dựa trên địa vị, độ tuổi, mùa màng, phản ánh cá tính và hoàn cảnh của người mặc. Vượt xa một bộ trang phục, Hanbok là di sản văn hóa thế giới. Ngay bây giờ, tôi sẽ giúp bạn lưu lại khoảnh khắc xinh đẹp trong bộ Hanbok! Hãy bắt đầu dịch vụ mặc thử Hanbok nào!","ชุดฮันบกคือชุดประจำชาติเกาหลีที่มีประวัติศาสตร์อันยาวนาน ด้วยความงามที่เป็นเอกลักษณ์และดีไซน์ที่โดดเด่น จึงถือเป็นหนึ่งในสัญลักษณ์ทางวัฒนธรรมที่สำคัญและมักสวมใส่ในเทศกาลหรือโอกาสพิเศษ ชุดฮันบกต่างจากเสื้อผ้าตะวันตกตรงที่มีเส้นสายที่นุ่มนวลและชายเสื้อที่พลิ้วไหว ตามธรรมเนียมเดิม การเลือกสีจะขึ้นอยู่กับสถานะ อายุ และฤดูกาล ซึ่งสะท้อนถึงบุคลิกและโอกาสของผู้สวมใส่ ชุดฮันบกเป็นมรดกทางวัฒนธรรมที่ทั่วโลกยอมรับ ตอนนี้ฉันจะบันทึกภาพอันสวยงามของคุณในชุดฮันบกลงบนหน้าจอให้นะคะ! มาเริ่มใช้บริการลองชุดฮันบกกันเลยค่ะ!","Ханбок — это традиционная корейская одежда с долгой историей и традициями.\nБлагодаря своей неповторимой красоте и уникальному дизайну ханбок считается одним из символов корейской культуры и надевается в основном на особые мероприятия и праздники.\nВ отличие от западной одежды с прямыми линиями, ханбок отличается мягкими плавными линиями и свободным кроем.\nТрадиционно цвета ханбока подбирались в зависимости от социального статуса, возраста и времени года, а сочетание цветов отражало индивидуальность человека и ситуацию.\nХанбок — это не просто одежда, а важное культурное наследие, символизирующее традиции и культуру Кореи, красота которого признана во всем мире.\nПрямо сейчас я, Инса, запечатлею ваш прекрасный образ в ханбоке на экране! Попробуйте услугу примерки ханбока ~~","Hanbok adalah pakaian tradisional Korea yang memiliki sejarah dan tradisi panjang. Dengan keindahan khas dan desain uniknya, Hanbok dianggap sebagai salah satu simbol budaya Korea yang dikenakan pada hari raya atau acara khusus. Berbeda dengan pakaian Barat yang cenderung kaku, Hanbok memiliki ciri khas garis yang mengalir lembut dan potongan yang longgar. Secara tradisional, warna Hanbok dipilih berdasarkan status sosial, usia, dan musim, yang mencerminkan kepribadian serta situasi pemakainya. Hanbok bukan sekadar pakaian, melainkan warisan budaya penting yang diakui keindahannya secara global. Sekarang, saya akan mengabadikan momen cantik Anda saat mengenakan Hanbok ke dalam layar! Ayo mulai layanan mencoba Hanbok sekarang!","","아이콘20"
"138","SubHeader_Palace","* 대한민국의 역사와 전통을 한눈에 볼 수있는 고궁을 방문해보세요 ","* Experience Korea's history and tradition at the Royal Palaces.","* 韓国の歴史と伝統に出会う、古宮へ。","* 请参观可以一览韩国历史与传统的古宫。","Hãy ghé thăm cung điện để thấy rõ lịch sử và truyền thống của Hàn Quốc.","ขอเชิญเยี่ยมชมพระราชวังโบราณเพื่อสัมผัสประวัติศาสตร์และวัฒนธรรมเกาหลีค่ะ","* Посетите королевские дворцы, где можно с первого взгляда увидеть историю и традиции Республики Корея.","Kunjungi istana kuno untuk melihat sejarah dan tradisi Korea dalam sekejap.","",""
"139","SubHeader_ToEat","* 검색결과를 클릭하시면 상세정보(길찾기)를 보실 수 있어요.","* Click a search result to see more details","* 検索結果をクリックして、詳細とルート案内をご覧ください。","* 点击搜索结果，查看详情与路线导航。","Nhấn vào kết quả để xem chi tiết (chỉ đường).","คลิกที่ผลการค้นหาเพื่อดูรายละเอียด (การนำทาง) ค่ะ","* Нажмите на результат поиска, чтобы просмотреть подробную информацию (маршрут).","Klik hasil pencarian untuk info detail (petunjuk arah).","",""
"140","SubHeader_ToBuy","* 검색결과를 클릭하시면 상세정보(길찾기)를 보실 수 있어요.","* Click a search result to see more details","* 検索結果をクリックして、詳細とルート案内をご覧ください。","* 点击搜索结果，查看详情与路线导航。","Nhấn vào kết quả để xem chi tiết (chỉ đường).","คลิกที่ผลการค้นหาเพื่อดูรายละเอียด (การนำทาง) ค่ะ","* Нажмите на результат поиска, чтобы просмотреть подробную информацию (маршрут).","Klik hasil pencarian untuk info detail (petunjuk arah).","",""
"141","SubHeader_ToGallery","* 검색결과를 클릭하시면 상세정보(길찾기)를 보실 수 있어요.","* Click a search result to see more details","* 検索結果をクリックして、詳細とルート案内をご覧ください。","* 点击搜索结果，查看详情与路线导航。","Nhấn vào kết quả để xem chi tiết (chỉ đường).","คลิกที่ผลการค้นหาเพื่อดูรายละเอียด (การนำทาง) ค่ะ","* Нажмите на результат поиска, чтобы просмотреть подробную информацию (маршрут).","Klik hasil pencarian untuk info detail (petunjuk arah).","",""
"142","SubHeader_ToHelp","* 검색결과를 클릭하시면 상세정보(길찾기)를 보실 수 있어요.","* Click a search result to see more details","* 検索結果をクリックして、詳細とルート案内をご覧ください。","* 点击搜索结果，查看详情与路线导航。","Nhấn vào kết quả để xem chi tiết (chỉ đường).","คลิกที่ผลการค้นหาเพื่อดูรายละเอียด (การนำทาง) ค่ะ","* Нажмите на результат поиска, чтобы просмотреть подробную информацию (маршрут).","Klik hasil pencarian untuk info detail (petunjuk arah).","",""
"143","SubHeader_ToStay","* 검색결과를 클릭하시면 상세정보(길찾기)를 보실 수 있어요.","* Click a search result to see more details","* 検索結果をクリックして、詳細とルート案内をご覧ください。","* 点击搜索结果，查看详情与路线导航。","Nhấn vào kết quả để xem chi tiết (chỉ đường).","คลิกที่ผลการค้นหาเพื่อดูรายละเอียด (การนำทาง) ค่ะ","* Нажмите на результат поиска, чтобы просмотреть подробную информацию (маршрут).","Klik hasil pencarian untuk info detail (petunjuk arah).","",""
"144","SubHeader_AISearch","* 방문하고자하는 3개의 카테고리를 선택해주세요 ","* Select 3 categories you want to visit.","* 訪れたいカテゴリを3つ選んでください","* 请选择您想参观的3个类别","Vui lòng chọn 3 danh mục bạn muốn tham quan.","กรุณาเลือก 3 หมวดหมู่ที่คุณต้องการไปค่ะ","* Пожалуйста, выберите 3 категории, которые вы хотите посетить.","Silakan pilih 3 kategori yang ingin Anda kunjungi.","",""
"145","SubHeader_AICourse","* QR을 핸드폰으로 찍으시면 길을 안내해드려요.","* Scan the QR with your phone. We’ll guide you","* スマホでQRを読み取ってください。ご案内します","* 用手机扫QR码，我们导航","Quét mã QR bằng điện thoại để được chỉ đường.","สแกนคิวอาร์โค้ดด้วยมือถือเพื่อดูการนำทางค่ะ","* Отсканируйте QR-код телефоном, и мы укажем вам дорогу.","Scan QR dengan ponsel untuk panduan arah jalan.","",""
"146","SubHeader_Event","* 인사동에서 진행중인 이벤트를 찾아보세요 ","* Find events happening in Insa-dong.","* 仁寺洞で開催中のイベントを探してみてください","* 查找正在仁寺洞举行的活动","Tìm sự kiện đang diễn ra tại Insadong","ค้นหากิจกรรมที่จัดขึ้นในอินซาดงค่ะ","* Узнайте о мероприятиях, проходящих в Инсадоне.","Cari acara yang ada di Insadong","",""
"","Event_Tab_Jongno","종로구","Jongno","鍾路区","钟路区","Jongno-gu","เขตจงโน","Чонногу","Jongno-gu","",""
"","Event_Tab_Insadong","인사동","Insadong","仁寺洞","仁寺洞","Insadong","อินซาดง","Инсадон","Insadong","",""
"","Event_Category_All","전체","All","全て","全部","Tất cả","ทั้งหมด","Все","Semua","",""
"","Event_Category_performance","공연","Performance","公演","演出","Biểu diễn","การแสดง","Выступление","Pertunjukan","",""
