"데이터=전국시장 넘버 Num 1)서울시","사진여부  ","시장이름 MarketName ","MarketNameEN ","MarketNameJp ","MarketNameCn ","BaseCategory 지역1 Province_kr ","Province_en ","Province_jp ","Province_cn ","SecondCategory District_kr ","District_en ","District_jp ","District_cn ","Address 주소 Address_kr ","Address_en ","Address_jp ","Address_cn ","HasfTag 해시태그 HashTag_kr ","HashTag_en ","HashTag_jp ","HashTag_cn ","Description 설명 Description_kr ","Description_en ","Description_jp ","Description_cn ","OpenTime 운영시간 OpenTime ","OpenTime_En ","OpenTime_Jp ","OpenTime_Ch ","전화번호 Tel ","네이버링크 NaverLink "
"1","","자갈치시장","Jagalchi Market","チャガルチ市場","札嘎其市场","부산","Busan","釜山広域市","釜山广域市","중구","Jung-gu","中区","中区","부산 중구 자갈치해안로 52","52, Jagalchihaean-ro, Jung-gu, Busan","釜山広域市 中区 チャガルチ海岸路 52","釜山广域市 中区 札嘎其海岸路 52","#한국최대수산시장, #회, #곰장어, #부산여행, #바다뷰","#LargestFishMarket, #Sashimi, #Eel, #BusanTravel","#韓国最大水産市場, #刺身, #ヌタウナギ, #釜山","#韩国最大水产市场, #生鱼片, #盲鳗, #釜山旅游","한국을 대표하는 세계적인 수산물 시장으로 신선한 해산물을 즉석에서 즐길 수 있습니다.","Korea's representative fish market where you can enjoy fresh seafood on site.","韓国を代表する世界的な水産市場で、新鮮な海鮮をその場で楽しめます。","韩国代表性的世界级水产市场，可以现场品尝新鲜海鲜。","05:00–22:00 (첫째, 셋째 화요일 휴무)","05:00–22:00 (Closed 1st/3rd Tue)","05:00–22:00 (第1・3火曜休)","05:00–22:00 (每月第一、三个周二休息)","051-245-2594",""
"2","","국제시장","Gukje Market","国際市場","国际市场","부산","Busan","釜山広域市","釜山广域市","중구","Jung-gu","中区","中区","부산 중구 중구로 36","36, Junggu-ro, Jung-gu, Busan","釜山広域市 中区 中区路 36","釜山广域市 中区 中区路 36","#영화국제시장, #잡화, #구제골목, #비프광장, #역사","#MovieGukje, #Vintage, #GeneralGoods, #History","#映画国際市場, #雑貨, #古着通り, #歴史的名所","#电影国际市场, #百货, #旧货街, #历史地标","한국전쟁 이후 형성된 역사 깊은 시장으로 기계 부품부터 패션, 잡화까지 없는 게 없습니다.","A historic market formed after the Korean War, selling everything from tools to fashion.","朝鮮戦争後に形成された歴史ある市場で、機械部品からファッションまで何でも揃います。","韩国战争后形成的悠久历史市场，从机械零件到时尚百货应有尽有。","09:00–20:00 (첫째, 셋째 일요일 휴무)","09:00–20:00 (Closed 1st/3rd Sun)","09:00–20:00 (第1・3日曜休)","09:00–20:00 (每月第一、三个周日休息)","051-245-7389",""
"3","","부평깡통시장","Bupyeong Kkangtong Market","富平カントン市場","富平罐头市场","부산","Busan","釜山広域市","釜山广域市","중구","Jung-gu","中区","中区","부산 중구 부평1길 48","48, Bupyeong 1-gil, Jung-gu, Busan","釜山広域市 中区 富平1キル 48","釜山广域市 中区 富平1路 48","#야시장, #부산어묵, #수입품, #먹거리천국, #비빔당면","#NightMarket, #BusanFishcake, #Imports, #Foodie","#夜市, #釜山おでん, #輸入品, #グルメ天国","#夜市, #釜山鱼饼, #进口商品, #美食天堂","국내 최초 상설 야시장이 열린 곳으로 전 세계 다양한 먹거리와 수입 상품이 가득합니다.","Home to Korea's first permanent night market, full of global food and imported goods.","韓国初の常設夜市が開かれた場所で、世界各国のグルメと輸入品が豊富です。","韩国首个常设夜市所在地，拥有世界各地的美食和丰富的进口商品。","08:00–20:00 (야시장 19:30–23:30)","08:00–20:00 (Night 19:30–23:30)","08:00–20:00 (夜市 19:30–23:30)","08:00–20:00 (夜市 19:30–23:30)","051-243-1128",""
"4","","해운대시장","Haeundae Market","海雲台市場","海云台市场","부산","Busan","釜山広域市","釜山广域市","해운대구","Haeundae-gu","海雲台区","海云台区","부산 해운대구 구남로41번길 22-1","22-1, Gunam-ro 41beon-gil, Haeundae-gu, Busan","釜山 海雲台区 亀南路41番キル 22-1","釜山 海云台区 龟南路41路 22-1","#꼼장어골목, #떡볶이, #해운대핫플, #해변시장","#HaeundaeHotplace, #SeaEel, #StreetFood, #Beach","#海雲台ホットプレ, #ヌタウナギ, #トッポギ, #観光","#海云台打卡地, #盲鳗街, #辣炒年糕, #海滨市场","해운대 해수욕장 바로 옆에 위치해 관광객들이 즐겨 찾는 먹거리 중심의 전통시장입니다.","Located right next to Haeundae Beach, it's a food-focused traditional market for tourists.","海雲台海水浴場のすぐ隣に位置し、観光客に人気のグルメ中心の伝統市場です。","紧邻海云台海水浴场，是游客喜爱的以美食为主的传统市场。","09:00–22:00 (매장별 상이)","09:00–22:00 (Varies by shop)","09:00–22:00 (店舗により異なる)","09:00–22:00 (各店不同)","051-746-3001",""
"5","","엄궁농산물도매시장","Eomgung Wholesale Market","厳弓農産物卸売市場","严弓农产品批发市场","부산","Busan","釜山広域市","釜山广域市","사상구","Sasang-gu","沙上区","沙上区","부산 사상구 농산물시장로 120","120, Nongsannmulsijang-ro, Sasang-gu, Busan","釜山広域市 沙上区 農産物市場路 120","釜山广域市 沙上区 农产品市场路 120","#부산최대청과물, #식자재유통, #도매시장, #서부산물류","#FruitWholesale, #Logistics, #BusanMainMarket","#釜山最大青果物, #食材流通, #卸売市場, #物流","#釜山最大蔬果, #食材流通, #批发市场, #物流","서부산권의 식자재 유통을 담당하는 대형 도매시장으로 청과물 거래 규모가 엄청납니다.","A large wholesale market in western Busan with a massive volume of fruit and vegetables.","西釜山圏の食材流通を担う大型卸売市場で、青果物の取引規模が非常に大きいです。","负责西釜山地区食材流通的大型批发市场，蔬果交易规模巨大。","04:00–18:00 (매주 일요일 휴무)","04:00–18:00 (Closed on Sundays)","04:00–18:00 (日曜休)","04:00–18:00 (每周日休息)","051-310-8201",""
"1","","청주육거리종합시장","Cheongju Yukgeori Market","清州六ゴリ総合市場","清州六街综合市场","충청북도","Chungcheongbuk-do","忠清北道","忠清北道","청주시 상당구","Sangdang-gu, Cheongju","清州市 上党区","清州市 上党区","충북 청주시 상당구 청남로 2197","2197, Cheongnam-ro, Sangdang-gu, Cheongju","忠清北道 清州市 上党区 清南路 2197","忠清北道 清州市 上党区 青南路 2197","#전국최대규모, #전통시장, #먹거리골목, #삼겹살거리, #청주여행","#TopTraditional, #FoodStreet, #Cheongju, #Largest","#全国最大規模, #伝統市場, #グルメ通り, #清州旅行","#韩国最大规模, #传统市场, #美食街, #清州旅游","전국에서도 손꼽히는 대규모 전통시장으로 농축산물, 의류, 먹거리가 집약된 충북 유통의 중심입니다.","One of Korea's largest traditional markets and the center of Chungbuk's logistics.","全国でも有数の大規模な伝統市場で、農畜産物、衣類、グルメが集約された拠点です。","韩国屈指可数的大型传统市场，是集农畜产品、服装、美食于一体的忠北流通中心。","08:00–21:00 (점포별 상이)","08:00–21:00 (Varies by shop)","08:00–21:00 (店舗により異なる)","08:00–21:00 (各店不同)","043-223-6688",""
"2","","청주농수산물도매시장","Cheongju Wholesale Market","清州農水産物卸売市場","清州农水产品批发市场","충청북도","Chungcheongbuk-do","忠清北道","忠清北道","청주시 흥덕구","Heungdeok-gu, Cheongju","清州市 興徳区","清州市 兴德区","충북 청주시 흥덕구 봉명로 163","163, Bongmyeong-ro, Heungdeok-gu, Cheongju","忠清北道 清州市 興徳区 奉鳴路 163","忠清北道 清州市 兴德区 奉鸣路 163","#청과물도매, #수산시장, #새벽경매, #식자재유통","#Wholesale, #FreshMarket, #Auction, #Logistics","#青果物卸売, #水産市場, #競売, #食材流通","#蔬果批发, #水产市场, #拍卖, #食材流通","충청북도 중부권의 농수산물 물류를 전담하며 매일 새벽 신선한 식자재 경매가 열립니다.","Responsible for agricultural distribution in central Chungbuk with daily dawn auctions.","忠清北道中部圏の農水産物流通を担い、毎朝新鮮な食材の競売が行われます。","负责忠清北道中部地区的农水产品物流，每天凌晨举行新鲜食材拍卖。","04:00–18:00 (매주 일요일 휴무)","04:00–18:00 (Closed on Sundays)","04:00–18:00 (日曜休)","04:00–18:00 (每周日休息)","043-201-1110",""
"3","","충주자유시장","Chungju Jayu Market","忠州自由市場","忠州自由市场","충청북도","Chungcheongbuk-do","忠清北道","忠清北道","충주시","Chungju-si","忠州市","忠州市","충북 충주시 충인6길 16","16, Chungin 6-gil, Chungju-si","忠清北道 忠州市 忠仁6キル 16","忠清北道 忠州市 忠仁6路 16","#순대만두골목, #전통시장, #충주핫플, #로컬장터","#SoondaeAlley, #Chungju, #Traditional, #LocalFood","#スンデマンドゥ通り, #伝統市場, #忠州, #グルメ","#血肠饺子街, #传统市场, #忠州, #当地美食","충주를 대표하는 시장으로 특히 '순대와 만두 골목'이 전국적으로 유명하여 관광객이 많습니다.","Representative market of Chungju, famous for its Sundae and Dumpling alley.","忠州を代表する市場で、特に「スンデとマンドゥ通り」が全国的に有名です。","忠州的代表性市场，特别是“血肠和饺子街”闻名全国，游客络绎不绝。","09:00–20:00 (점포별 상이)","09:00–20:00 (Varies by shop)","09:00–20:00 (店舗により異なる)","09:00–20:00 (各店不同)","043-848-3414",""
"4","","제천중앙시장","Jecheon Jungang Market","堤川中央市場","堤川中央市场","충청북도","Chungcheongbuk-do","忠清北道","忠清北道","제천시","Jecheon-si","堤川市","堤川市","충북 제천시 풍양로 108","108, Pungyang-ro, Jecheon-si","忠清北道 堤川市 風陽路 108","忠清北道 堤川市 风阳路 108","#약초시장, #전통시장, #청년풀, #제천먹거리, #중부권물류","#HerbMarket, #Jecheon, #Traditional, #Logistics","#薬草市場, #伝統市場, #堤川グルメ, #物流","#药草市场, #传统市场, #堤川美食, #物流中心","제천의 핵심 시장으로 인근 약초 시장과 연계되어 한방 관련 품목과 로컬 푸드가 활발히 거래됩니다.","Jecheon's core market linked to the nearby herb market, dealing in oriental medicine and local food.","堤川の核心市場で、近くの薬草市場と連携し、韓方関連品目や地元の食品が豊富です。","堤川的核心市场，与附近的药草市场相连，韩方相关商品和当地食品交易活跃。","09:00–19:30 (매달 첫째, 셋째 일요일 휴무)","09:00–19:30 (Closed 1st/3rd Sun)","09:00–19:30 (第1・3日曜休)","09:00–19:30 (每月第一、三个周日休息)","043-647-2047",""
"1","","천안농수산물도매시장","Cheonan Wholesale Market","天安農水産物卸売市場","天安农水产品批发市场","충청남도","Chungcheongnam-do","忠清南道","忠清南道","천안시 서북구","Seobuk-gu, Cheonan","天安市 西北区","天安市 西北区","충남 천안시 서북구 번영로 706","706, Beonyeong-ro, Seobuk-gu, Cheonan","忠清南道 天安市 西北区 繁栄路 706","忠清南道 天安市 西北区 繁荣路 706","#충남최대도매, #천안물류, #새벽경매, #식자재공급","#CheonanWholesale, #Auction, #Logistics, #Fresh","#忠南最大卸売, #天安物流, #競売, #食材供給","#忠南最大批发, #天安物流, #拍卖, #食材供应","충남 북부권의 식자재 유통을 전담하는 최대 규모의 도매시장으로 수도권과 인접해 물류가 매우 활발합니다.","The largest wholesale market in northern Chungnam, with active logistics due to proximity to Seoul.","忠南北部圏の食材流通を担う最大規模の卸売市場で、首都圏に近く物流が非常に活発です。","负责忠南北部地区食材流通的最大规模批发市场，由于邻近首都圈，物流非常活跃。","04:00–18:00 (매주 일요일 휴무)","04:00–18:00 (Closed on Sundays)","04:00–18:00 (日曜休)","04:00–18:00 (每周日休息)","041-521-2748",""
"2","","천안중앙시장","Cheonan Jungang Market","天安中央市場","天安中央市场","충청남도","Chungcheongnam-do","忠清南道","忠清南道","천안시 동남구","Dongnam-gu, Cheonan","天安市 東南区","天安市 东南区","충남 천안시 동남구 사직로 7","7, Sajik-ro, Dongnam-gu, Cheonan","忠清南道 天安市 東南区 社稷路 7","忠清南道 天安市 东南区 社稷路 7","#천안대표시장, #호떡, #국밥, #전통시장, #천안여행","#CheonanJungang, #StreetFood, #Traditional, #Travel","#天安代表市場, #ホットク, #伝統市場, #天安旅行","#天安代表市场, #糖饼, #汤饭, #传统市场, #天安旅游","천안에서 가장 오래되고 큰 전통시장으로 호떡, 국밥 등 저렴하고 다양한 먹거리로 유명합니다.","Cheonan's oldest and largest traditional market, famous for affordable street food.","天安で最も古く大規模な伝統市場で、ホットクやクッパなどの多様なグルメが有名です。","天安最古老、规模最大的传统市场，以糖饼、汤饭等物美价廉的美食闻名。","09:00–20:00 (점포별 상이)","09:00–20:00 (Varies by shop)","09:00–20:00 (店舗により異なる)","09:00–20:00 (各店不同)","041-555-1136",""
"3","","서천수산물특화시장","Seocheon Fisheries Market","舒川水産物特化市場","舒川水产物特化市场","충청남도","Chungcheongnam-do","忠清南道","忠清南道","서천군","Seocheon-gun","舒川郡","舒川郡","충남 서천군 서천읍 충절로 42","42, Chungjeol-ro, Seocheon-eup","忠清南道 舒川郡 舒川邑 忠節路 42","忠清南道 舒川郡 舒川邑 忠节路 42","#서해안해산물, #박대, #김, #수산특화, #서천관광","#Seafood, #DriedFish, #Seocheon, #Specialty","#西海岸海鮮, #バクデ, #海苔, #水産特化, #舒川","#西海岸海鲜, #舌鳎, #海苔, #水产特化, #舒川旅游","서해안에서 갓 잡은 싱싱한 수산물과 서천 특산물인 박대, 김 등이 활발히 거래되는 현대식 시장입니다.","A modern market for fresh West Sea seafood and local specialties like dried tonguefish.","西海岸で獲れたての新鮮な海鮮と、舒川特産のバクデや海苔などが活発に取引されます。","交易西海岸刚捕捞的新鲜海产及舒川特产舌鳎、海苔等的现代化市场。","07:00–21:00 (첫째 화요일 휴무)","07:00–21:00 (Closed 1st Tue)","07:00–21:00 (第1火曜休)","07:00–21:00 (每月第一个周二休息)","041-951-1445",""
"4","","홍성전통시장","Hongseong Traditional Market","洪城伝統市場","洪城传统市场","충청남도","Chungcheongnam-do","忠清南道","忠清南道","홍성군","Hongseong-gun","洪城郡","洪城郡","충남 홍성군 홍성읍 의사로43번길 22","22, Uisa-ro 43beon-gil, Hongseong-gun","忠清南道 洪城郡 洪城邑 義士路43番キル 22","忠清南道 洪城郡 洪城邑 义士路43路 22","#홍성한우, #오일장, #로컬장터, #농특산물, #홍성여행","#HongseongHanwoo, #5dayMarket, #Beef, #Specialty","#洪城韓牛, #五日市, #ローカル市場, #農特産物","#洪城韩牛, #五日集, #当地集市, #农特产品","홍성 한우와 인근 농산물이 집결되는 곳으로 1, 6일에 열리는 오일장은 도내에서도 손꼽히는 규모입니다.","A hub for Hongseong Hanwoo beef, its 5-day market (1st/6th) is among the largest in the province.","洪城韓牛と近隣の農産物が集まる場所で、1、6日の五일市は県内有数の規模を誇ります。","洪城韩牛及附近农产品的集散地，逢1、6号举办的五日集规模在道内名列前茅。","09:00–19:00 (1, 6일 오일장 중심)","09:00–19:00 (Peak on 1st/6th)","09:00–19:00 (1, 6日の五日市が中心)","09:00–19:00 (以1, 6号五日集为主)","041-632-3522",""
"1","","포항죽도시장","Pohang Jukdo Market","浦項竹島市場","浦项竹岛市场","경상북도","Gyeongsangbuk-do","慶尚北道","庆尚北道","포항시 북구","Buk-gu, Pohang","浦項市 北区","浦项市 北区","경북 포항시 북구 죽도시장길 13","13, Jukdosijang-gil, Buk-gu, Pohang","慶尚北道 浦項市 北区 竹島市場キル 13","庆尚北道 浦项市 北区 竹岛市场路 13","#동해안최대시장, #과메기, #물회, #대게, #포항여행","#LargestEastSea, #Seafood, #Crab, #Sashimi","#東海岸最大市場, #クァメギ, #ムルフェ, #大蟹","#东海岸最大市场, #过目鱼, #水刺身, #大蟹","동해안 최대 규모의 전통시장으로 포항의 명물인 과메기, 대게, 신선한 회를 맛볼 수 있는 곳입니다.","The largest traditional market on the East Coast, famous for Gwamegi, crab, and sashimi.","東海岸最大規模の伝統市場で、浦項名物のクァメギや大蟹、新鮮な刺身を楽しめます。","东海岸规模最大的传统市场，可以品尝到浦项名产过目鱼、大蟹和新鲜的生鱼片。","08:00–22:00 (점포별 상이)","08:00–22:00 (Varies by shop)","08:00–22:00 (店舗により異なる)","08:00–22:00 (各店不同)","054-247-3733",""
"2","","안동구시장","Andong Gu-sijang","安東旧市場","安东旧市场","경상북도","Gyeongsangbuk-do","慶尚北道","庆尚北道","안동시","Andong-si","安東市","安东市","경북 안동시 번영길 10","10, Beonyeong-gil, Andong-si","慶尚北道 安東市 繁栄キル 10","庆尚北道 安东市 繁荣路 10","#안동찜닭골목, #전통시장, #찜닭성지, #안동여행","#AndongChicken, #Jjimdak, #Traditional, #Travel","#安東チムダッ, #伝統市場, #グルメ通り, #安東","#安东炖鸡街, #传统市场, #炖鸡胜地, #安东旅游","안동의 명물 '안동찜닭 골목'이 위치한 시장으로 전국의 미식가들이 찾는 관광 명소입니다.","Home to the famous 'Andong Jjimdak Alley', a must-visit destination for foodies.","安東名物「安東チムダッ通り」がある市場で、全国から美食家が集まる観光名所です。","拥有安东名产“安东炖鸡街”的市场，是吸引全国美食家的观光胜地。","09:00–22:00 (찜닭 골목 상이)","09:00–22:00 (Alley varies)","09:00–22:00 (通りにより異なる)","09:00–22:00 (炖鸡街时间各异)","054-858-9002",""
"3","","구미중앙시장","Gumi Jungang Market","亀尾中央市場","龟尾中央市场","경상북도","Gyeongsangbuk-do","慶尚北道","庆尚北道","구미시","Gumi-si","亀尾市","龟尾市","경북 구미시 구미중앙로9길 11","11, Gumijungang-ro 9-gil, Gumi-si","慶尚北道 亀尾市 亀尾中央路9キル 11","庆尚北道 龟尾市 龟尾中央路9路 11","#국밥골목, #족발, #전통시장, #구미핫플, #로컬맛집","#GumiJungang, #Gukbap, #LocalFood, #StreetFood","#クッパ通り, #豚足, #伝統市場, #亀尾グルメ","#汤饭街, #猪蹄, #传统市场, #龟尾美食","구미에서 가장 큰 규모의 전통시장으로 국밥과 족발 골목이 매우 유명하며 시민들의 생활 중심지입니다.","Gumi's largest traditional market, famous for its rice soup and pig trotter alleys.","亀尾で最大規模の伝統市場で、クッパや豚足通りが非常に有名。市民の生活の中心です。","龟尾规模最大的传统市场，汤饭和猪蹄街非常有名，是市民生活中心。","09:00–21:00 (매장별 상이)","09:00–21:00 (Varies by shop)","09:00–21:00 (店舗により異なる)","09:00–21:00 (各店不同)","054-452-3610",""
"4","","경주성동시장","Gyeongju Seongdong Market","慶州城東市場","庆州城东市场","경상북도","Gyeongsangbuk-do","慶尚北道","庆尚北道","경주시","Gyeongju-si","慶州市","庆州市","경북 경주시 원화로 281번길 11","11, Wonhwa-ro 281beon-gil, Gyeongju","慶尚北道 慶州市 源花路 281番キル 11","庆尚北道 庆州市 源花路 281路 11","#우엉김밥, #한식뷔페, #경주역근처, #경주먹거리","#BurdockKimbap, #Buffet, #GyeongjuTravel, #Food","#ゴボウキンパ, #韓食ブッフェ, #慶州旅行, #グルメ","#牛蒡紫菜包饭, #韩式自助, #庆州旅游, #美食","경주역 인근의 대표 시장으로 우엉 김밥과 저렴한 한식 뷔페 식당들이 여행객에게 인기입니다.","Famous for burdock kimbap and affordable Korean buffets, located near the old station.","慶州駅近くの代表的な市場で、ゴボウキンパや安い韓食ブッフェが観光客に人気です。","邻近庆州站的代表性市场，牛蒡紫菜包饭和物美价廉的韩式自助餐深受游客欢迎。","07:00–20:00 (매장별 상이)","07:00–20:00 (Varies by shop)","07:00–20:00 (店舗により異なる)","07:00–20:00 (各店不同)","054-772-4220",""
"1","","마산어시장","Masan Fish Market","馬山魚市場","马山鱼市场","경상남도","Gyeongsangnam-do","慶尚南道","庆尚南道","창원시 마산합포구","Masanhappo-gu, Changwon","昌原市 馬山合浦区","昌原市 马山合浦区","경남 창원시 마산합포구 어시장8길 7","7, Eosijang 8-gil, Masanhappo-gu, Changwon","慶尚南道 昌原市 馬山合浦区 魚市場8キル 7","庆尚南道 昌原市 马山合浦区 鱼市场8路 7","#전국최대어시장, #아귀찜, #전어, #복요리, #창원여행","#LargestFishMarket, #Anglerfish, #Sashimi, #Travel","#全国最大魚市場, #アンコウ, #コノシロ, #昌原旅行","#韩国最大鱼市场, #炖安康鱼, #鰶鱼, #昌原旅游","조선시대부터 이어진 전국 최대 규모의 어시장 중 하나로, 아귀찜과 싱싱한 회가 매우 유명합니다.","One of Korea's largest fish markets since the Joseon Dynasty, famous for its anglerfish stew.","朝鮮時代から続く全国最大級の魚市場で、アンコウ料理や新鮮な刺身が非常に有名です。","自朝鲜时代延续至今的韩国最大规模鱼市场之一，炖安康鱼和新鲜生鱼片非常有名。","07:00–21:00 (연중무휴)","07:00–21:00 (Open year-round)","07:00–21:00 (年中無休)","07:00–21:00 (全年无休)","055-224-0009",""
"2","","진주중앙시장","Jinju Jungang Market","晋州中央市場","晋州中央市场","경상남도","Gyeongsangnam-do","慶尚南道","庆尚南道","진주시","Jinju-si","晋州市","晋州市","경남 진주시 진양호로547번길 8-1","8-1, Jinyangho-ro 547beon-gil, Jinju","慶尚南道 晋州市 晋陽湖路547番キル 8-1","庆尚南道 晋州市 晋阳湖路547路 8-1","#비빔밥, #실크, #전통시장, #진주유등축제, #먹거리","#JinjuBibimbap, #Silk, #Traditional, #LocalFood","#晋州ビビンバ, #シルク, #伝統市場, #晋州旅行","#晋州拌饭, #丝绸, #传统市场, #晋州旅游","130년 넘는 역사를 지닌 서부 경남의 핵심 시장으로, 진주 비빔밥과 실크 제품이 유명합니다.","A key market in western Gyeongnam with 130 years of history, famous for Bibimbap and silk.","130年以上の歴史を持つ西部慶南の核となる市場で、晋州ビビンバとシルク製品が有名です。","拥有130多年历史的西庆南核心市场，以晋州拌饭和丝绸产品闻名。","09:00–20:00 (점포별 상이)","09:00–20:00 (Varies by shop)","09:00–20:00 (店舗により異なる)","09:00–20:00 (各店不同)","055-741-2151",""
"3","","김해농산물도매시장","Gimhae Wholesale Market","金海農産物卸売市場","金海农产品批发市场","경상남도","Gyeongsangnam-do","慶尚南道","庆尚南道","김해시","Gimhae-si","金海市","金海市","경남 김해시 주촌면 서부로1403번길 23","23, Seobu-ro 1403beon-gil, Gimhae","慶尚南道 金海市 酒村面 西部路1403番キル 23","庆尚南道 金海市 酒村面 西部路1403路 23","#청과물도매, #김해물류, #새벽경매, #식자재유통","#GimhaeWholesale, #Auction, #Logistics, #Fresh","#青果物卸売, #金海物流, #競売, #食材流通","#蔬果批发, #金海物流, #拍卖, #食材流通","김해와 창원 일대의 농산물 유통을 담당하는 현대식 도매시장으로 물류 접근성이 매우 뛰어납니다.","A modern wholesale market for Gimhae and Changwon with excellent logistics accessibility.","金海と昌原一帯の農産物流通を担う現代的な卸売市場で、物流のアクセスが非常に優れています。","负责金海及昌原地区农产品流通的现代化批发市场，物流便利性极佳。","04:00–18:00 (매주 일요일 휴무)","04:00–18:00 (Closed on Sundays)","04:00–18:00 (日曜休)","04:00–18:00 (每周日休息)","055-330-3401",""
"4","","통영중앙시장","Tongyeong Jungang Market","統営中央市場","统营中央市场","경상남도","Gyeongsangnam-do","慶尚南道","庆尚南道","통영시","Tongyeong-si","統営市","统营市","경남 통영시 중앙시장4길 14","14, Jungangsijang 4-gil, Tongyeong","慶尚南道 統営市 中央市場4キル 14","庆尚南道 统营市 中央市场4路 14","#꿀빵, #동피랑, #해산물시장, #통영여행, #굴요리","#HoneyBread, #Seafood, #Tongyeong, #Tourism","#ハチミツパン, #海鮮市場, #統営旅行, #カキ料理","#蜂蜜面包, #海鲜市场, #统营旅游, #牡蛎料理","동피랑 벽화마을 인근의 관광 중심 시장으로, 굴, 멍게 등 통영의 싱싱한 해산물이 가득합니다.","A tourist-centric market near Dongpirang, full of fresh Tongyeong seafood like oysters.","トンピラン壁画村近くの観光の中心となる市場で、カキやホヤなどの新鮮な海鮮が豊富です。","邻近东皮郎壁画村的旅游中心市场，到处都是牡蛎、海鞘等统营新鲜海产。","08:30–21:00 (연중무휴)","08:30–21:00 (Open year-round)","08:30–21:00 (年中無休)","08:30–21:00 (全年无休)","055-649-5225",""
"1","","군산수산물종합센터","Gunsan Fisheries Market","群山水産物総合センター","群山水产物综合中心","전라북도","Jeollabuk-do","全羅北道","全罗北道","군산시","Gunsan-si","群山市","群山市","전북 군산시 해망로 267","267, Haemang-ro, Gunsan-si","全羅北道 群山市 海望路 267","全罗北道 群山市 海望路 267","#서해안수산물, #박대, #꽃게, #건어물, #군산여행","#Seafood, #DriedFish, #Crab, #Gunsan, #Travel","#西海岸海鮮, #バクデ, #カニ, #群山旅行","#西海岸海鲜, #舌鳎, #梭子蟹, #干货, #群山旅游","군산항 인근에 위치해 서해안의 싱싱한 수산물과 군산 특산물인 박대 등을 저렴하게 판매합니다.","Located near Gunsan Port, selling fresh West Sea seafood and dried tonguefish at low prices.","群山港近くに位置し、西海岸の新鮮な海鮮や群山特産のバクデなどを安く販売しています。","位于群山港附近，低价销售西海岸新鲜海产及群山特产舌鳎等。","07:00–20:00 (첫째, 셋째 화요일 휴무)","07:00–20:00 (Closed 1st/3rd Tue)","07:00–20:00 (第1・3火曜休)","07:00–20:00 (每月第一、三个周二休息)","063-442-4822",""
"2","","익산중앙시장","Iksan Jungang Market","益山中央市場","益山中央市场","전라북도","Jeollabuk-do","全羅北道","全罗北道","익산시","Iksan-si","益山市","益山市","전북 익산시 중앙로3길 27","27, Jungang-ro 3-gil, Iksan-si","全羅北道 益山市 中央路3キル 27","全罗北道 益山市 中央路3路 27","#패션시장, #먹거리, #전통시장, #익산핫플, #로컬장터","#IksanJungang, #Fashion, #Traditional, #LocalFood","#益山中央, #ファッション, #伝統市場, #グルメ","#益山中央, #时尚, #传统市场, #美食","익산역 인근의 대표적인 시장으로 패션 잡화와 다양한 먹거리가 어우러진 현대식 전통시장입니다.","Representative market near Iksan Station, blending fashion goods and street food.","益山駅近くの代表的な市場で、ファッション雑貨と多様なグルメが融合した市場です。","邻近益山站的代表性市场，是时尚百货与各类美食交融的现代化传统市场。","09:00–20:00 (점포별 상이)","09:00–20:00 (Varies by shop)","09:00–20:00 (店舗により異なる)","09:00–20:00 (各店不同)","063-855-0345",""
"3","","정읍샘고을시장","Jeongeup Saemgoeul Market","井邑セムゴウル市場","井邑泉谷市场","전라북도","Jeollabuk-do","全羅北道","全罗北道","정읍시","Jeongeup-si","井邑市","井邑市","전북 정읍시 중앙로 162","162, Jungang-ro, Jeongeup-si","全羅北道 井邑市 中央路 162","全罗北道 井邑市 中央路 162","#호남평야, #오일장, #정읍맛집, #농산물유통, #로컬푸드","#Saemgoeul, #Jeongeup, #5dayMarket, #Logistics","#井邑, #五日市, #農産物流通, #ローカルフード","#井邑, #五日集, #农产品流通, #当地食品","호남 최대 규모의 오일장 중 하나로, 인근 농산물이 집결되는 정읍의 경제 중심지입니다.","One of the largest 5-day markets in Honam and the economic heart of Jeongeup.","湖南最大級の五日市の一つで、近隣の農産物が集まる井邑の経済の中心地です。","湖南地区最大规模的五日集之一，是附近农产品集散的井邑经济中心。","08:00–19:00 (매달 2, 7일 오일장 위주)","08:00–19:00 (Peak on 2nd/7th)","08:00–19:00 (2, 7日の五日市が中心)","08:00–19:00 (以2, 7号五日集为主)","063-534-1882",""
