"운영팀> 2번 모니터> 앱 콘텐츠 내용","","","","","","","","","","","","","","","","","","","","","","","","",""
"Num","Key","Korean","English","Japanese","Chinese","Vietnamese","Thai","Russian","Indonesian","설명, 비고","구분(위치)","","","","","","","","","","","","","",""
"","Greeting_Hobby_Second_Desc_2","상쾌한 바람을 맞으며 제주 곳곳을 달리는 시간을 사랑해요. 좋은 코스만 보이면 언제 어디서든 바로 러닝을 즐긴답니다.","I love the time I spend running all over Jeju while feeling the refreshing breeze. As long as I see a good course, I enjoy running right away, anytime and anywhere.","爽やかな風を迎え、済州のあちこちを走る時間が大好きです。良いコースを見れば、いつでもどこでもすぐにランニングを楽しんでいます。","我喜欢在济州岛四处奔跑，感受清爽的微风。只要找到合适的路线，我随时随地都乐意跑步。","Tôi thích khoảng thời gian chạy bộ khắp đảo Jeju và cảm nhận làn gió mát mẻ. Chỉ cần thấy một cung đường chạy đẹp, tôi đều thích chạy ngay lập tức, bất cứ lúc nào và bất cứ nơi đâu.","ฉันชอบช่วงเวลาที่ได้วิ่งไปทั่วเกาะเชจูพร้อมกับสัมผัสสายลมเย็นๆ ตราบใดที่ฉันเห็นเส้นทางที่ดี ฉันก็พร้อมวิ่งทันที ไม่ว่าจะที่ไหนหรือเมื่อไหร่ก็ตาม","Мне нравится проводить время, бегая по всему Чеджу и наслаждаясь освежающим ветерком. Как только я вижу подходящую трассу, я сразу же начинаю бегать в любое время и в любом месте.","Saya sangat menikmati waktu yang saya habiskan untuk berlari di seluruh Jeju sambil merasakan semilir angin yang menyegarkan. Selama saya melihat jalur yang bagus, saya langsung menikmati berlari, kapan saja dan di mana saja.","","","","","","","","","","","","","","","",""
"","Greeting_Hobby_Third","테니스","tennis","テニス","网球","quần vợt","เทนนิส","теннис","tenis","","","","","","","","","","","","","","","",""
"","Greeting_Hobby_Third_Desc_1","테니스는 내 스트레스 해소법!","Tennis is my way of relieving stress!","テニスは私のストレス解消法！ ","网球是我释放压力的方法！ ","Tennis là cách giải tỏa căng thẳng của mình!","เทนนิสคือวิธีคลายเครียดของฉัน!","Теннис — мой способ снять стресс!","Tenis adalah cara melepas stresku!","","","","","","","","","","","","","","","",""
"","Greeting_Hobby_Third_Desc_2","랠리를 이어가며 한 점 한 점 승부를 즐기는 시간이 가장 행복해요. 친구들과 함께 경기를 하거나 새로운 기술을 연습하며 건강한 에너지를 충전한답니다.","I am happiest when I enjoy the match point by point while continuing the rally. I recharge my healthy energy by playing matches with friends or practicing new skills.","ラリーを続けて一点一点勝負を楽しむ時間が一番幸せです。友達と一緒に試合をしたり、新しいスキルを練習して健康なエネルギーを充電したりします。","我最快乐的时候，就是享受比赛的每一分，不断进行拉锯战。和朋友们一起比赛或者练习新技能，都能让我重新焕发活力。","Tôi cảm thấy hạnh phúc nhất khi tận hưởng từng điểm số của trận đấu và tiếp tục duy trì nhịp độ. Tôi nạp lại năng lượng bằng cách chơi các trận đấu với bạn bè hoặc luyện tập các kỹ năng mới.","ฉันมีความสุขที่สุดเมื่อได้สนุกกับแมตช์ทีละแต้มไปพร้อมกับการตีโต้กันอย่างต่อเนื่อง ฉันเติมพลังให้ตัวเองด้วยการเล่นแมตช์กับเพื่อนๆ หรือฝึกฝนทักษะใหม่ๆ","Я чувствую себя наиболее счастливым, когда наслаждаюсь каждым розыгрышем, продолжая игру. Я восстанавливаю свою энергию, играя в матчи с друзьями или оттачивая новые навыки.","Saya paling bahagia ketika menikmati setiap poin pertandingan sambil terus melanjutkan reli. Saya mengisi kembali energi saya dengan bermain pertandingan bersama teman-teman atau berlatih keterampilan baru.","","","","","","","","","","","","","","","",""
"","Greeting_Healthy_Habit_First","목·어깨","Neck and shoulders","首・肩","颈部和肩部","Cổ và vai","คอและไหล่","Шея и плечи","Leher dan bahu","","","","","","","","","","","","","","","",""
"","Greeting_Healthy_Habit_First_Desc_1","여행의 설렘만큼 몸도 가볍게 풀어보세요.","Relax your body as lightly as the excitement of the trip.","旅行のときめきほど体も軽くほぐしてみてください。","放松你的身体，就像放松旅途中的兴奋一样轻松自在。","Hãy thư giãn cơ thể một cách nhẹ nhàng như sự hào hứng của chuyến đi.","ผ่อนคลายร่างกายของคุณให้สบายเหมือนกับความตื่นเต้นของการเดินทาง","Расслабьтесь, как и поддайтесь волнению от предстоящей поездки.","Rilekskan tubuh Anda seringan sensasi kegembiraan perjalanan ini.","","","","","","","","","","","","","","","",""
"","Greeting_Healthy_Habit_First_Desc_2","여행 중 쌓인 목과 어깨의 긴장을 가볍게 풀어보세요. 화면 속 동작을 천천히 따라 하며 몸을 리프레시하고, 더욱 편안한 여행을 이어가세요.","Gently relieve the tension in your neck and shoulders accumulated during your travels. Slowly follow the movements on the screen to refresh your body and continue your journey in greater comfort.","旅行中に溜まった首と肩の緊張を軽く解きます。画面の動きをゆっくりと追いながら体をリフレッシュし、より快適な旅行を続けてください。","轻柔地舒缓旅途中积累的颈肩紧张。跟随屏幕上的动作，缓慢地舒展身体，让您更加舒适地继续旅程。","Nhẹ nhàng giải tỏa căng thẳng ở cổ và vai tích tụ trong suốt chuyến đi. Từ từ thực hiện các động tác trên màn hình để làm mới cơ thể và tiếp tục hành trình thoải mái hơn.","ค่อยๆ คลายความตึงเครียดบริเวณคอและไหล่ที่สะสมมาจากการเดินทาง ค่อยๆ ทำตามท่าทางบนหน้าจอเพื่อผ่อนคลายร่างกายและเดินทางต่อได้อย่างสบายยิ่งขึ้น","Мягко снимите напряжение в шее и плечах, накопившееся во время путешествия. Медленно следуйте движениям на экране, чтобы освежить тело и продолжить поездку с большим комфортом.","Redakan ketegangan di leher dan bahu Anda yang menumpuk selama perjalanan. Ikuti gerakan di layar secara perlahan untuk menyegarkan tubuh Anda dan melanjutkan perjalanan dengan lebih nyaman.","","","","","","","","","","","","","","","",""
"","Greeting_Healthy_Habit_Second","허리","waist","ウエスト","腰部","thắt lưng","เอว","талия","pinggang","","","","","","","","","","","","","","","",""
"","Greeting_Healthy_Habit_Second_Desc_1","비행과 여행으로 지친 몸, 잠시 쉬어가세요.","Take a break from flying and traveling.","飛行と旅行で疲れた体、しばらく休んでください。","暂时放下飞行和旅行。","Hãy tạm nghỉ việc đi máy bay và du lịch.","พักจากการบินและการเดินทางบ้าง","Отдохните от перелетов и путешествий.","Istirahatlah dari penerbangan dan perjalanan.","","","","","","","","","","","","","","","",""
"","Greeting_Healthy_Habit_Second_Desc_2","오랜 이동으로 뻐근해진 허리를 시원하게 풀어보세요. 간단한 스트레칭으로 몸의 균형을 되찾고, 가벼운 몸으로 여행을 시작해 보세요.","Relieve the stiffness in your lower back caused by long journeys. Regain your body's balance with simple stretches and start your trip with a light body.","長年の移動で、パッとした腰を涼しくほぐしてみてください。 簡単なストレッチで体のバランスを取り戻し、軽い体で旅を始めましょう。","缓解长途旅行造成的腰背僵硬。通过简单的伸展运动恢复身体平衡，轻装上阵，开启您的旅程。","Giảm bớt sự cứng khớp ở vùng lưng dưới do những chuyến đi dài gây ra. Lấy lại sự cân bằng của cơ thể với những động tác giãn cơ đơn giản và bắt đầu chuyến đi với một cơ thể nhẹ nhàng.","บรรเทาอาการปวดเมื่อยบริเวณหลังส่วนล่างที่เกิดจากการเดินทางไกล คืนความสมดุลให้ร่างกายด้วยการยืดเหยียดง่ายๆ และเริ่มต้นการเดินทางด้วยร่างกายที่เบาสบาย","Избавьтесь от скованности в пояснице, вызванной длительными поездками. Восстановите равновесие тела с помощью простых упражнений на растяжку и начните путешествие с чувством легкости в теле.","Redakan kekakuan di punggung bawah Anda yang disebabkan oleh perjalanan panjang. Pulihkan keseimbangan tubuh Anda dengan peregangan sederhana dan mulailah perjalanan Anda dengan tubuh yang ringan.","","","","","","","","","","","","","","","",""
"","Greeting_Healthy_Habit_Third","기분전환","A change of pace","気分転換","节奏变化","Một sự thay đổi nhịp độ","การเปลี่ยนบรรยากาศ","Смена темпа","Perubahan suasana","","","","","","","","","","","","","","","",""
"","Greeting_Healthy_Habit_Third_Desc_1","잠시 멈춰, 기분 좋은 에너지를 채워보세요.","Pause for a moment and fill yourself with pleasant energy.","しばらく止まり、気持ちの良いエネルギーを満たしてください。","稍作停顿，让自己充满愉悦的情绪。","Hãy dừng lại một chút và lấp đầy bản thân bằng nguồn năng lượng tích cực.","หยุดพักสักครู่ แล้วเติมพลังแห่งความสุขให้กับตัวเอง","Остановитесь на мгновение и наполните себя приятной энергией.","Berhentilah sejenak dan isi dirimu dengan energi yang menyenangkan.","","","","","","","","","","","","","","","",""
"","Greeting_Healthy_Habit_Third_Desc_2","간단한 스트레칭을 따라 하며 긴장을 풀고, 여행 중 쌓인 피로를 자연스럽게 덜어보세요. 잠깐의 휴식이 제주 여행을 더욱 즐겁게 만드는 특별한 시간이 될 거예요.","Relax by following along with simple stretches and naturally relieve the fatigue accumulated during your trip. This brief rest will be a special time that makes your Jeju trip even more enjoyable.","簡単なストレッチに沿ってリラックスして、旅行中に積もった疲労を自然に和らげてください。ちょっとした休憩が済州旅行をもっと楽しくする特別な時間になります。","跟着做一些简单的伸展运动放松身心，自然地缓解旅途中积累的疲劳。这段短暂的休息将成为一段特别的时光，让您的济州岛之旅更加愉快。","Hãy thư giãn bằng cách thực hiện các động tác giãn cơ đơn giản và giải tỏa mệt mỏi tích lũy trong suốt chuyến đi một cách tự nhiên. Khoảng thời gian nghỉ ngơi ngắn này sẽ là một khoảnh khắc đặc biệt giúp chuyến đi Jeju của bạn trở nên thú vị hơn.","ผ่อนคลายด้วยการยืดเหยียดกล้ามเนื้ออย่างง่ายๆ และคลายความเหนื่อยล้าที่สะสมมาจากการเดินทางอย่างเป็นธรรมชาติ การพักผ่อนช่วงสั้นๆ นี้จะเป็นช่วงเวลาพิเศษที่ทำให้การเดินทางไปเกาะเชจูของคุณสนุกยิ่งขึ้น","Расслабьтесь, выполняя простые упражнения на растяжку, и естественным образом снимите усталость, накопившуюся во время поездки. Этот короткий отдых станет особенным временем, которое сделает ваше путешествие на Чеджу еще более приятным.","Bersantailah dengan mengikuti gerakan peregangan sederhana dan hilangkan kelelahan yang menumpuk selama perjalanan Anda secara alami. Istirahat singkat ini akan menjadi waktu istimewa yang membuat perjalanan Anda ke Jeju semakin menyenangkan.","","","","","","","","","","","","","","","",""
"","Help_Subtitle","* 지도에서 원하는 위치를 클릭하시면 상세정보를 보실 수 있어요.","* Click on the desired location on the map to view detailed information.","* 地図上で希望の位置をクリックすると、詳細情報を見ることができます。","* 点击地图上想要的位置即可查看详细信息。","* Nhấp vào vị trí mong muốn trên bản đồ để xem thông tin chi tiết.","* คลิกที่ตำแหน่งที่ต้องการบนแผนที่เพื่อดูข้อมูลรายละเอียด","* Нажмите на нужное место на карте, чтобы посмотреть подробную информацию.","* Klik pada lokasi yang diinginkan di peta untuk melihat informasi rinci.","","","","","","","","","","","","","","","",""
"","Help_International","국제선","International","国際線","国际线","Chuyến bay quốc tế","เที่ยวบินระหว่างประเทศ","Международные рейсы","Penerbangan Internasional","","","","","","","","","","","","","","","",""
"","Help_Domestic","국내선","Domestic","国内線","国内线","Chuyến bay nội địa","เที่ยวบินในประเทศ","Внутренние рейсы","Penerbangan Domestik","","","","","","","","","","","","","","","",""
"","Photo_HanbokTry","AR 한복체험  ","AR Hanbok Try-On","AR 韓服 体験","Ar 韩服 体验","Trải nghiệm Hanbok AR","ลองชุดฮันบก AR","Примерка ханбока в AR","Pengalaman Hanbok AR","","아이콘20","","","","","","","","","","","","","",""
"","Photo_HanbokSelect","의상 선택하기","Choose Hanbok","韓服を選ぶ","选择韩服","Chọn Hanbok/Trang phục","เลือกชุดฮันบก/เครื่องแต่งกาย","Выбор ханбока/костюма","Pilih Hanbok/Busana","","아이콘20","","","","","","","","","","","","","",""
"","Photo_HanbokSelectContent","원하시는 의상을 고르고 선택 완료 버튼을 누른뒤 사진촬영 버튼을 눌러주세요 ","Please choose your desired costume and press the ""Complete Selection"" button","お好きな衣装を選んで「選択完了」ボタンを押してください","请选择您喜欢的服装，然后点击“完成选择”按钮","Chọn trang phục, nhấn 'Đã chọn xong' rồi nhấn 'Chụp ảnh'.","เลือกชุดที่ชอบ กด 'เลือกเสร็จแล้ว' แล้วกด 'ถ่ายภาพ' ค่ะ","Выберите желаемый костюм, нажмите кнопку «Выбор завершен», а затем нажмите кнопку «Сделать фото».","Pilih busana, tekan 'Selesai Memilih' lalu 'Ambil Foto'.","","아이콘20","","","","","","","","","","","","","",""
"","Hanbok_1","제주","","女性用韓服","女式韩服","Hanbok nữ","ชุดฮันบกหญิง","Женский ханбок","Hanbok Wanita","","아이콘20","","","","","","","","","","","","","",""
"","Hanbok_2","한복","Hanbok","女性モデル","女性模特","Người mẫu nữ","นางแบบ","Женская модель","Model Wanita","","아이콘20","","","","","","","","","","","","","",""
"","Hanbok_2-1","남자","man","男","男人","người đàn ông","ผู้ชาย","мужчина","pria","","","","","","","","","","","","","","","",""
"","Hanbok_2-2","여자","female","女性","女性","nữ giới","หญิง","женский","perempuan","","","","","","","","","","","","","","","",""
"","Hanbok_3","직업","","男性用韓服","男式韩服","Hanbok nam","ชุดฮันบกชาย","Мужской ханбок","Hanbok Pria","","아이콘20","","","","","","","","","","","","","",""
"","Hanbok_3-1","남자","man","男","男人","người đàn ông","ผู้ชาย","мужчина","pria","","","","","","","","","","","","","","","",""
"","Hanbok_3-2","여자","female","女性","女性","nữ giới","หญิง","женский","perempuan","","","","","","","","","","","","","","","",""
"","Hanbok_4","일상","","男性モデル","男性模特","Người mẫu nam","นายแบบ","Мужская модель","Model Pria","","아이콘20","","","","","","","","","","","","","",""
"","Hanbok_4-1","남자","man","男","男人","người đàn ông","ผู้ชาย","мужчина","pria","","","","","","","","","","","","","","","",""
"","Hanbok_4-2","여자","female","女性","女性","nữ giới","หญิง","женский","perempuan","","","","","","","","","","","","","","","",""
"","Hanbok_5","글로벌 ","World ","世界の衣装","世界服饰","Trang phục quốc tế","ชุดนานาชาติ","Мировые костюмы","Busana Global","","아이콘20","","","","","","","","","","","","","",""
"","Hanbok_6","이벤트","Events","イベント","活动 ","Sự kiện / Kỷ niệm","อีเวนต์ / วันสำคัญ","Мероприятия / Военный повар","Event / Peringatan","","아이콘20","","","","","","","","","","","","","",""
"","Hanbok_7","브랜드","Brand","ブランド","品牌","Trang phục thương hiệu","ชุดแบรนด์เนม","Брендовая одежда","Busana Brand","","아이콘20","","","","","","","","","","","","","",""
"","Hanbok_8","K-CULTURE","K-CULTURE","K-カルチャー","韩国文化","K-CULTURE","K-CULTURE","K-CULTURE","K-CULTURE","","아이콘20","","","","","","","","","","","","","",""
"","Hanbok_9","ComeUp","ComeUp","ComeUp","ComeUp","ComeUp","คอมอัพ","ComeUp","ComeUp","컴업용 [이벤트/기념일] 대신들어감","","","","","","","","","","","","","","",""
"","Photo_SelectConfirm","선택 완료","Complete Selection","選択完了","完成选择","Đã chọn xong","เลือกเสร็จแล้ว","Выбор завершен","Selesai Memilih","","아이콘20","","","","","","","","","","","","","",""
"","Photo_SelectAlone","사진촬영 (혼자찍기)","Solo Shot","ひとりで撮影","单人拍摄","Chụp ảnh (Chụp một mình)","ถ่ายรูป (ถ่ายคนเดียว)","Фотосъемка (один)","Foto (Sendiri)","","아이콘20","","","","","","","","","","","","","",""
"","Photo_SelectTogether","사진촬영 (with '제주')","With ‘Jeju’","写真撮影（with「ジェジュ」）","照片拍摄（与“夏英”）","Buổi chụp ảnh (cùng với 'Jeju')","ถ่ายภาพ (กับ 'เชจู')","Фотосессия (с Чеджу)","Pemotretan (bersama 'Jeju')","제주공항, 여객터미널에 적용","아이콘20","","","","","","","","","","","","","",""
"","Photo_SelectTogether","사진촬영 (with '유산')","With ‘Yusan’","写真撮影（with '遺産'）","照片拍摄（与“流产”有关）","Buổi chụp ảnh (với chủ đề 'Sảy thai')","ถ่ายภาพ (กับ 'การแท้งบุตร')","Фотосессия (с фильмом «Выкидыш»)","Sesi foto (dengan 'Keguguran')","제주유산문화센터에 적용","","","","","","","","","","","","","","",""
"","Photo_TakePhoto","사진촬영","Take Photo","写真を撮る","拍照","Chụp ảnh","ถ่ายภาพ","Сделать фото","Ambil Foto","","아이콘20","","","","","","","","","","","","","",""
"","Photo_TakePhotoContent","• 사진촬영 버튼을 누르고 좌측 카메라에 얼굴을 바라봐주세요.  
   10초후 촬영이 시작됩니다. 결과물이 나오면 QR이 제공됩니다. 
   QR에 핸드폰 카메라를 담으시면 핸드폰에 저장됩니다.  ","• Press Photo and look at the left camera. 
   The photo will be taken in 10 seconds. Save it to your phone. ","• 撮影を押して左のカメラを見てください。
   10秒後に開始し、結果は左と前の画面に表示されます。","• 按拍照按钮并看向左侧摄像头，10秒后开始拍摄。
   结果会显示在左侧和前方屏幕。","• Nhấn nút chụp và nhìn vào camera bên trái.
Chụp sau 10 giây. Sau đó mã QR sẽ hiện ra.
Quét mã QR bằng điện thoại để lưu ảnh.","• กดปุ่มถ่ายภาพแล้วมองไปที่กล้องทางซ้ายค่ะ
จะเริ่มถ่ายใน 10 วินาที และมี QR ปรากฏขึ้น
สแกน QR ด้วยมือถือเพื่อบันทึกรูปค่ะ","• Нажмите кнопку съемки и посмотрите в левую камеру.
Съемка начнется через 10 секунд. После завершения появится QR-код.
Отсканируйте QR-код камерой телефона, чтобы сохранить фото на устройство.","• Tekan tombol foto dan lihat kamera di sisi kiri.
Foto dimulai dlm 10 detik. QR akan muncul setelahnya.
Scan QR dengan ponsel untuk menyimpan foto.","","아이콘20","","","","","","","","","","","","","",""
"","Photo_PrivacyPolicy","[개인정보활용동의]","[Consent to Use of Personal Information]","[個人情報利用同意]","[同意使用个人信息]","[Đồng ý dùng thông tin cá nhân]","[ยินยอมการใช้ข้อมูลส่วนบุคคล]","[Согласие на обработку персональных данных]","[Persetujuan Data Pribadi]","","아이콘20","","","","","","","","","","","","","",""
