"운영팀> 2번 모니터> 앱 콘텐츠 내용","","","","","","","","","","","","","","","","","","","","","","","","",""
"Num","Key","Korean","English","Japanese","Chinese","Vietnamese","Thai","Russian","Indonesian","설명, 비고","구분(위치)","","","","","","","","","","","","","",""
"","Photo_PrivacyPolicyContent","개인정보 처리방침
1. 개인정보의 수집 항목 및 방법
당사는 서비스 제공을 위해 아래와 같은 개인정보를 수집합니다:

필수 항목: 사진 파일 및 관련 메타데이터, 국적, 키
수집 방법: 사용자가 키오스크에서 의상을 선택후 사진촬영을 통해 생성되는 합성 사진 정보 및 사용자가 키오스크에서 직접 입력한 국적·키 정보

2. 개인정보의 수집 및 이용 목적
당사는 수집한 개인정보를 다음과 같은 목적을 위해 이용합니다:

서비스 제공: 사용자에게 사진 합성 사진 데이터 제공
통계 분석: 국적·키를 이용 현황 집계·분석에 활용하여 서비스를 개선
알림 및 마케팅: 이벤트, 프로모션, 광고 등 사용자 맞춤형 정보를 제공하기 위한 활용

3. 개인정보의 보유 및 이용 기간
당사는 사용자의 개인정보를 수집한 목적을 달성할 때까지 보유하며, 이용 목적이 달성된 후에는 즉시 안전하게 파기합니다. 사용자가 탈퇴를 요청하거나 이용을 중단할 경우에도 개인정보는 관련 법령에 따라 일정 기간 보유한 후 파기됩니다.

4. 개인정보의 제3자 제공
당사는 사용자의 개인정보를 원칙적으로 제3자에게 제공하지 않습니다. 다만, 다음과 같은 경우에 한해 개인정보를 제공할 수 있습니다:

법적 의무: 법령에 의한 요구나 법적 절차에 따르는 경우
서비스 제공을 위한 제휴사: 기능 및 프로모션 제공을 위해 필요한 외부 업체와의 협력 시, 최소한의 개인정보를 공유할 수 있습니다.
사용자의 사전 동의: 사용자가 동의한 경우에 한해 개인정보를 제공할 수 있습니다.

5. 개인정보의 안전성 확보 조치
당사는 사용자의 개인정보를 보호하기 위해 다음과 같은 조치를 취하고 있습니다:

데이터 암호화: 개인정보를 암호화하여 저장하고 전송합니다.
접근 제한: 개인정보에 대한 접근을 필요한 직원 및 제휴사로 제한합니다.
보안 업데이트: 정기적인 보안 점검 및 업데이트를 통해 시스템의 취약점을 방지합니다.

6. 개인정보 처리방침의 변경
본 개인정보 처리방침은 법적 요구사항이나 서비스 변경에 따라 수정될 수 있습니다. 변경 사항이 있을 경우, 변경된 사항을 앱 내 또는 웹사이트를 통해 고지합니다.

7. 개인정보 보호 담당자
담당자: 진현욱 
연락처: company@witworldwide.com
","Privacy Policy

1. Items and Methods of Personal Information Collection

We collect the following personal information to provide our services:

Required Items: Photo files and related metadata, nationality, height

Collection Method: Composite photo information generated by taking a photo after the user selects an outfit at the kiosk, and nationality and height information directly entered by the user at the kiosk

2. Purpose of Collection and Use of Personal Information

We use the collected personal information for the following purposes:

Service Provision: Providing composite photo data to users

Statistical Analysis: Utilizing nationality and height for the aggregation and analysis of usage status to improve services

Notifications and Marketing: Utilizing information to provide customized information to users, such as events, promotions, and advertisements

3. Retention and Use Period of Personal Information

We retain users' personal information until the purpose for which it was collected is achieved, and we immediately and safely destroy it once the purpose of use is fulfilled. Even if a user requests withdrawal or discontinues use, personal information will be retained for a certain period in accordance with relevant laws and regulations before being destroyed.

4. Provision of Personal Information to Third Parties

In principle, we do not provide users' personal information to third parties. However, personal information may be provided only in the following cases:

Legal Obligation: When required by laws or in accordance with legal procedures

Affiliates for Service Provision: Minimal personal information may be shared when cooperating with external companies necessary to provide features and promotions.

User Prior Consent: Personal information may be provided only if the user has consented.

5. Measures to Ensure the Safety of Personal Information

We take the following measures to protect users' personal information:

Data Encryption: Personal information is encrypted when stored and transmitted.

Access Restriction: Access to personal information is restricted to necessary employees and affiliates.

Security Updates: We prevent system vulnerabilities through regular security checks and updates.

6. Changes to the Privacy Policy

This Privacy Policy may be modified in accordance with legal requirements or service changes. In the event of any changes, we will notify you within the app or via the website.

7. Privacy Officer

Officer: Jin Hyun-wook

Contact: company@witworldwide.com","個人情報処理方針
1. 個人情報の収集項目及び方法
当社は、サービス提供のために以下の個人情報を収集します。

必須：写真ファイルと関連メタデータ、国籍、キー
収集方法：ユーザーがキオスクで衣装を選択した後、写真撮影を通じて生成される合成写真情報およびユーザーがキオスクで直接入力した国籍・キー情報

2. 個人情報の収集及び利用目的
当社は、収集した個人情報を以下の目的のために利用します。

サービス提供：ユーザーに写真合成写真データを提供する
統計分析：国籍・鍵を利用現況集計・分析に活用してサービスを改善
通知とマーケティング：イベント、プロモーション、広告などのカスタマイズされた情報を提供するための活用

3. 個人情報の保有及び利用期間
当社は、ユーザーの個人情報を収集した目的を達成するまで保有し、利用目的が達成された後は直ちに安全に破棄します。利用者が退会を要請したり利用を中断した場合でも、個人情報は関連法令により一定期間保有してから破棄されます。

4. 個人情報の第三者提供
当社は、ユーザーの個人情報を原則として第三者に提供しません。ただし、以下の場合に限り個人情報を提供することができます。

法的義務：法令による要求や法的手続に従う場合
サービスを提供するためのアフィリエイト：機能やプロモーションを提供するために必要な外部の企業と協力して、最小限の個人情報を共有できます。
ユーザーの事前同意：ユーザーが同意した場合に限り、個人情報を提供することができます。

5. 個人情報の安全性確保措置
当社は、ユーザーの個人情報を保護するために、次の措置を講じています。

データ暗号化：個人情報を暗号化して保存して転送します。
アクセス制限：個人情報へのアクセスを必要な従業員とアフィリエイトに制限します。
セキュリティアップデート：定期的なセキュリティチェックとアップデートにより、システムの脆弱性を防ぎます。

6. 個人情報処理方針の変更
本プライバシーポリシーは、法的要件またはサービスの変更に応じて変更されることがあります。変更がある場合は、変更内容をアプリ内またはウェブサイトから通知します。

7. 個人情報保護担当者
担当者：ジン・ヒョンウク 
連絡先：company@witworldwide.com
","隐私政策

1. 个人信息收集项目及方式

我们收集以下个人信息以提供服务：

必要项目：照片文件及相关元数据、国籍、身高

收集方式：用户在自助服务终端选择服装后拍照生成的合成照片信息，以及用户在自助服务终端直接输入的国籍和身高信息

2. 个人信息收集及使用目的

我们使用收集的个人信息用于以下目的：

服务提供：向用户提供合成照片数据

统计分析：利用国籍和身高信息汇总分析用户使用情况，以改进服务

通知及营销：利用这些信息向用户提供个性化信息，例如活动、促销和广告

3. 个人信息保留及使用期限

我们将用户的个人信息保留至达到收集目的为止，并在目的达成后立即安全销毁。即使用户要求撤回或停止使用，个人信息仍将根据相关法律法规保留一定期限，之后予以销毁。

4. 向第三方提供个人信息

原则上，我们不会将用户的个人信息提供给第三方。但是，在以下情况下，我们可能会提供个人信息：

法律义务：法律要求或根据法律程序要求。

为提供服务而与关联公司合作：为提供功能和促销活动，与外部公司合作时，可能会共享少量个人信息。

用户事先同意：只有在用户同意的情况下，我们才会提供个人信息。

5. 保障个人信息安全的措施

我们采取以下措施保护用户的个人信息：

数据加密：个人信息在存储和传输过程中均进行加密。

访问限制：只有必要的员工和关联公司才能访问个人信息。

安全更新：我们通过定期进行安全检查和更新来防止系统漏洞。

6. 隐私政策变更

本隐私政策可能会根据法律要求或服务变更进行修改。如有任何变更，我们将通过应用程序或网站通知您。

7. 隐私专员

专员：Jin Hyun-wook

联系方式：company@witworldwide.com","Chính sách Bảo mật

1. Các Mục và Phương pháp Thu thập Thông tin Cá nhân

Chúng tôi thu thập các thông tin cá nhân sau đây để cung cấp dịch vụ của mình:

Các mục bắt buộc: Tệp ảnh và siêu dữ liệu liên quan, quốc tịch, chiều cao

Phương pháp thu thập: Thông tin ảnh tổng hợp được tạo ra bằng cách chụp ảnh sau khi người dùng chọn trang phục tại ki-ốt, và thông tin quốc tịch và chiều cao do người dùng nhập trực tiếp tại ki-ốt

2. Mục đích Thu thập và Sử dụng Thông tin Cá nhân

Chúng tôi sử dụng thông tin cá nhân đã thu thập cho các mục đích sau:

Cung cấp Dịch vụ: Cung cấp dữ liệu ảnh tổng hợp cho người dùng

Phân tích Thống kê: Sử dụng quốc tịch và chiều cao để tổng hợp và phân tích tình trạng sử dụng nhằm cải thiện dịch vụ

Thông báo và Tiếp thị: Sử dụng thông tin để cung cấp thông tin tùy chỉnh cho người dùng, chẳng hạn như sự kiện, chương trình khuyến mãi và quảng cáo

3. Thời gian Lưu trữ và Sử dụng Thông tin Cá nhân

Chúng tôi lưu trữ thông tin cá nhân của người dùng cho đến khi mục đích thu thập được hoàn thành, và chúng tôi sẽ ngay lập tức và an toàn hủy bỏ thông tin đó sau khi mục đích sử dụng được hoàn thành. Ngay cả khi người dùng yêu cầu rút lại sự đồng ý hoặc ngừng sử dụng, thông tin cá nhân vẫn sẽ được lưu giữ trong một khoảng thời gian nhất định theo quy định của pháp luật hiện hành trước khi bị hủy bỏ.

4. Cung cấp Thông tin Cá nhân cho Bên thứ ba

Về nguyên tắc, chúng tôi không cung cấp thông tin cá nhân của người dùng cho bên thứ ba. Tuy nhiên, thông tin cá nhân chỉ có thể được cung cấp trong các trường hợp sau:

Nghĩa vụ pháp lý: Khi được yêu cầu bởi pháp luật hoặc theo quy trình pháp lý

Các đối tác cung cấp dịch vụ: Một số thông tin cá nhân tối thiểu có thể được chia sẻ khi hợp tác với các công ty bên ngoài cần thiết để cung cấp các tính năng và chương trình khuyến mãi.

Sự đồng ý trước của người dùng: Thông tin cá nhân chỉ được cung cấp nếu người dùng đã đồng ý.

5. Các biện pháp đảm bảo an toàn thông tin cá nhân

Chúng tôi thực hiện các biện pháp sau để bảo vệ thông tin cá nhân của người dùng:

Mã hóa dữ liệu: Thông tin cá nhân được mã hóa khi lưu trữ và truyền tải.

Hạn chế truy cập: Quyền truy cập vào thông tin cá nhân bị hạn chế đối với các nhân viên và đối tác cần thiết.

Cập nhật bảo mật: Chúng tôi ngăn chặn các lỗ hổng hệ thống thông qua việc kiểm tra và cập nhật bảo mật thường xuyên.

6. Thay đổi Chính sách Bảo mật

Chính sách Bảo mật này có thể được sửa đổi theo yêu cầu pháp lý hoặc thay đổi dịch vụ. Trong trường hợp có bất kỳ thay đổi nào, chúng tôi sẽ thông báo cho bạn trong ứng dụng hoặc qua trang web.

7. Cán bộ phụ trách Bảo mật

Cán bộ: Jin Hyun-wook

Liên hệ: company@witworldwide.com","นโยบายความเป็นส่วนตัว

1. รายการและวิธีการเก็บรวบรวมข้อมูลส่วนบุคคล

เราเก็บรวบรวมข้อมูลส่วนบุคคลต่อไปนี้เพื่อให้บริการของเรา:

รายการที่จำเป็น: ไฟล์ภาพถ่ายและข้อมูลเมตาที่เกี่ยวข้อง สัญชาติ ส่วนสูง

วิธีการเก็บรวบรวม: ข้อมูลภาพถ่ายรวมที่สร้างขึ้นโดยการถ่ายภาพหลังจากผู้ใช้เลือกชุดที่ตู้คีออสก์ และข้อมูลสัญชาติและส่วนสูงที่ผู้ใช้ป้อนโดยตรงที่ตู้คีออสก์

2. วัตถุประสงค์ของการเก็บรวบรวมและการใช้ข้อมูลส่วนบุคคล

เราใช้ข้อมูลส่วนบุคคลที่เก็บรวบรวมไว้เพื่อวัตถุประสงค์ดังต่อไปนี้:

การให้บริการ: การให้ข้อมูลภาพถ่ายรวมแก่ผู้ใช้

การวิเคราะห์ทางสถิติ: การใช้สัญชาติและส่วนสูงเพื่อรวบรวมและวิเคราะห์สถานะการใช้งานเพื่อปรับปรุงบริการ

การแจ้งเตือนและการตลาด: การใช้ข้อมูลเพื่อให้ข้อมูลที่ปรับแต่งเฉพาะบุคคลแก่ผู้ใช้ เช่น กิจกรรม โปรโมชั่น และโฆษณา

3. ระยะเวลาการเก็บรักษาและการใช้ข้อมูลส่วนบุคคล

เราเก็บรักษาข้อมูลส่วนบุคคลของผู้ใช้ไว้จนกว่าจะบรรลุวัตถุประสงค์ที่เก็บรวบรวมไว้ และเราจะทำลายข้อมูลนั้นทันทีและปลอดภัยเมื่อบรรลุวัตถุประสงค์การใช้งานแล้ว แม้ว่าผู้ใช้จะร้องขอถอนตัวหรือยุติการใช้งาน ข้อมูลส่วนบุคคลจะยังคงถูกเก็บรักษาไว้เป็นระยะเวลาหนึ่งตามกฎหมายและข้อบังคับที่เกี่ยวข้อง ก่อนที่จะถูกทำลาย

4. การเปิดเผยข้อมูลส่วนบุคคลแก่บุคคลที่สาม

โดยหลักการแล้ว เราจะไม่เปิดเผยข้อมูลส่วนบุคคลของผู้ใช้แก่บุคคลที่สาม อย่างไรก็ตาม ข้อมูลส่วนบุคคลอาจถูกเปิดเผยได้เฉพาะในกรณีต่อไปนี้:

ภาระผูกพันทางกฎหมาย: เมื่อกฎหมายกำหนดหรือตามขั้นตอนทางกฎหมาย

บริษัทในเครือเพื่อการให้บริการ: ข้อมูลส่วนบุคคลขั้นต่ำอาจถูกแบ่งปันเมื่อร่วมมือกับบริษัทภายนอกที่จำเป็นในการให้บริการและโปรโมชั่น

ความยินยอมล่วงหน้าของผู้ใช้: ข้อมูลส่วนบุคคลอาจถูกเปิดเผยได้ก็ต่อเมื่อผู้ใช้ได้ให้ความยินยอมแล้วเท่านั้น

5. มาตรการเพื่อความปลอดภัยของข้อมูลส่วนบุคคล

เราใช้มาตรการต่อไปนี้เพื่อปกป้องข้อมูลส่วนบุคคลของผู้ใช้:

การเข้ารหัสข้อมูล: ข้อมูลส่วนบุคคลจะถูกเข้ารหัสเมื่อจัดเก็บและส่งผ่าน

การจำกัดการเข้าถึง: การเข้าถึงข้อมูลส่วนบุคคลถูกจำกัดเฉพาะพนักงานและบริษัทในเครือที่จำเป็นเท่านั้น

การอัปเดตความปลอดภัย: เราป้องกันช่องโหว่ของระบบผ่านการตรวจสอบและอัปเดตความปลอดภัยเป็นประจำ

6. การเปลี่ยนแปลงนโยบายความเป็นส่วนตัว

นโยบายความเป็นส่วนตัวนี้อาจได้รับการแก้ไขตามข้อกำหนดทางกฎหมายหรือการเปลี่ยนแปลงบริการ ในกรณีที่มีการเปลี่ยนแปลงใดๆ เราจะแจ้งให้คุณทราบภายในแอปหรือผ่านทางเว็บไซต์

7. เจ้าหน้าที่คุ้มครองข้อมูลส่วนบุคคล

เจ้าหน้าที่: จิน ฮยอน-วุค

ติดต่อ: company@witworldwide.com","Политика конфиденциальности

1. Элементы и методы сбора персональной информации

Для предоставления наших услуг мы собираем следующую персональную информацию:

Обязательные элементы: Файлы фотографий и связанные с ними метаданные, гражданство, рост

Метод сбора: Составная фотоинформация, полученная путем фотографирования после выбора пользователем одежды в киоске, а также информация о гражданстве и росте, непосредственно введенная пользователем в киоске

2. Цель сбора и использования персональной информации

Мы используем собранную персональную информацию для следующих целей:

Предоставление услуг: Предоставление пользователям составных фотоданных

Статистический анализ: Использование гражданства и роста для агрегирования и анализа статуса использования с целью улучшения услуг

Уведомления и маркетинг: Использование информации для предоставления пользователям персонализированной информации, такой как события, акции и реклама

3. Срок хранения и использования персональной информации

Мы храним персональную информацию пользователей до достижения цели, для которой она была собрана, и немедленно и безопасно уничтожаем ее после достижения цели использования. Даже если пользователь запрашивает отказ от использования или прекращает использование сервиса, персональные данные будут храниться в течение определенного периода в соответствии с действующим законодательством и нормативными актами, после чего будут уничтожены.

4. Предоставление персональных данных третьим лицам

В принципе, мы не предоставляем персональные данные пользователей третьим лицам. Однако предоставление персональных данных может осуществляться только в следующих случаях:

Юридическое обязательство: когда это требуется в соответствии с законодательством или в рамках правовых процедур.

Аффилированные компании для предоставления услуг: минимальное количество персональных данных может быть передано при сотрудничестве с внешними компаниями, необходимыми для предоставления функций и проведения рекламных акций.

Предварительное согласие пользователя: персональные данные могут быть предоставлены только с согласия пользователя.

5. Меры по обеспечению безопасности персональных данных

Мы принимаем следующие меры для защиты персональных данных пользователей:

Шифрование данных: персональные данные шифруются при хранении и передаче.

Ограничение доступа: доступ к персональным данным ограничен необходимыми сотрудниками и аффилированными лицами.

Обновления безопасности: мы предотвращаем уязвимости системы посредством регулярных проверок безопасности и обновлений.

6. Изменения в Политике конфиденциальности

Настоящая Политика конфиденциальности может быть изменена в соответствии с требованиями законодательства или изменениями в предоставляемых услугах. В случае каких-либо изменений мы уведомим вас в приложении или на веб-сайте.

7. Ответственный за соблюдение конфиденциальности

Ответственный: Джин Хён-ук

Контакты: company@witworldwide.com","Kebijakan Privasi

1. Item dan Metode Pengumpulan Informasi Pribadi

Kami mengumpulkan informasi pribadi berikut untuk menyediakan layanan kami:

Item yang Diperlukan: File foto dan metadata terkait, kewarganegaraan, tinggi badan

Metode Pengumpulan: Informasi foto komposit yang dihasilkan dengan mengambil foto setelah pengguna memilih pakaian di kios, dan informasi kewarganegaraan dan tinggi badan yang langsung dimasukkan oleh pengguna di kios

2. Tujuan Pengumpulan dan Penggunaan Informasi Pribadi

Kami menggunakan informasi pribadi yang dikumpulkan untuk tujuan berikut:

Penyediaan Layanan: Menyediakan data foto komposit kepada pengguna

Analisis Statistik: Memanfaatkan kewarganegaraan dan tinggi badan untuk agregasi dan analisis status penggunaan guna meningkatkan layanan

Pemberitahuan dan Pemasaran: Memanfaatkan informasi untuk memberikan informasi yang disesuaikan kepada pengguna, seperti acara, promosi, dan iklan

3. Masa Penyimpanan dan Penggunaan Informasi Pribadi

Kami menyimpan informasi pribadi pengguna hingga tujuan pengumpulannya tercapai, dan kami segera dan aman menghancurkannya setelah tujuan penggunaan terpenuhi. Meskipun pengguna meminta penarikan atau menghentikan penggunaan, informasi pribadi akan tetap disimpan untuk jangka waktu tertentu sesuai dengan hukum dan peraturan yang berlaku sebelum dimusnahkan.

4. Pemberian Informasi Pribadi kepada Pihak Ketiga

Pada prinsipnya, kami tidak memberikan informasi pribadi pengguna kepada pihak ketiga. Namun, informasi pribadi hanya dapat diberikan dalam kasus-kasus berikut:

Kewajiban Hukum: Jika diwajibkan oleh hukum atau sesuai dengan prosedur hukum

Afiliasi untuk Penyediaan Layanan: Informasi pribadi minimal dapat dibagikan saat bekerja sama dengan perusahaan eksternal yang diperlukan untuk menyediakan fitur dan promosi.

Persetujuan Pengguna Sebelumnya: Informasi pribadi hanya dapat diberikan jika pengguna telah memberikan persetujuan.

5. Langkah-langkah untuk Memastikan Keamanan Informasi Pribadi

Kami mengambil langkah-langkah berikut untuk melindungi informasi pribadi pengguna:

Enkripsi Data: Informasi pribadi dienkripsi saat disimpan dan ditransmisikan.

Pembatasan Akses: Akses ke informasi pribadi dibatasi hanya untuk karyawan dan afiliasi yang diperlukan.

Pembaruan Keamanan: Kami mencegah kerentanan sistem melalui pemeriksaan dan pembaruan keamanan secara berkala.

6. Perubahan Kebijakan Privasi

Kebijakan Privasi ini dapat dimodifikasi sesuai dengan persyaratan hukum atau perubahan layanan. Jika terjadi perubahan, kami akan memberi tahu Anda melalui aplikasi atau situs web.

7. Petugas Privasi

Petugas: Jin Hyun-wook

Kontak: company@witworldwide.com","","아이콘20","","","","","","","","","","","","","",""
"","Photo_Start","촬영시작","Start Shooting","撮影開始","开始拍摄","Bắt đầu chụp","เริ่มถ่ายภาพ","Начать съемку","Mulai Ambil Foto","","아이콘20","","","","","","","","","","","","","",""
"","Photo_QRExplain","사진을 저장하려면 <color=#FE6C50>QR을 카메라로 찍어주세요!</color>","To save your photo, <color=#FE6C50>scan the QR!</color>","写真を保存するには<color=#FE6C50>QRコードをスキャンしてください！</color>","若要保存照片，请<color=#FE6C50>扫描二维码！</color>","Quét mã QR để lưu ảnh của bạn!","สแกนคิวอาร์โค้ดเพื่อบันทึกรูปภาพค่ะ!","Чтобы сохранить фото, <color=#FE6C50>отсканируйте QR-код!</color>","Scan kode QR untuk menyimpan foto Anda!","","아이콘20","","","","","","","","","","","","","",""
"","Photo_Save","저장하기","Jeju","済州","济州","Jeju","เชจู","Чеджу","Jeju","","아이콘20","","","","","","","","","","","","","",""
"","Photo_Home","다시찍기","Hanbok","韓服","韩服","Hanbok","ฮันบก","Ханбок","Hanbok","","아이콘20","","","","","","","","","","","","","",""
"","Photo_SNS","QR을 통해서 내 핸드폰에 저장하고 다양한 SNS에 올려보세요 
한복 착장에 관한 이벤트가 준비중이니 많은 참여 바랍니다. ","Scan the QR to save and share on socials! Stay tuned for our Hanbok event.","QRで保存してSNSにシェア！韓服イベントも準備中なのでお楽しみに。","扫码保存并分享至社交平台！韩服活动筹备中，敬请期待。","Lưu về máy qua QR và chia sẻ lên mạng xã hội.
Sắp có sự kiện thử Hanbok, hãy cùng tham gia nhé!","บันทึกรูปผ่าน QR และแชร์ลงโซเชียลกันนะคะ
กิจกรรมลองชุดฮันบกกำลังจะเริ่ม เชิญมาร่วมสนุกค่ะ","Сохраните фото на телефон с помощью QR-кода и делитесь им в социальных сетях!\nГотовится мероприятие по примерке ханбоков, надеемся на ваше активное участие.","Simpan ke ponsel via QR dan bagikan ke Sosmed.
Event Hanbok segera hadir, ayo ikutan!","","아이콘20","","","","","","","","","","","","","",""
"","HanbokExplain_HanbokDesigner","[WIT AI SMART KIOSK] 에 AR로 착용하는 한복은 
대한민국의 한복 명인 박술녀’ 디자이너 선생님이 제공해주신 한복입니다.  ","The hanbok worn via AR on the [WIT AI SMART KIOSK] is provided by 
Park Sul-nyeo, a master hanbok designer from South Korea.","[WIT AI SMART KIOSK]でARを使って着用する韓服は、韓国の韓服名匠であるパク・スルニョデザイナー先生が提供してくださいました。","[WIT AI SMART KIOSK]中通过AR试穿的韩服是由韩国韩服名匠朴述女设计师提供的。","Trang phục Hanbok AR trên [WIT AI SMART KIOSK] được cung cấp bởi nghệ nhân Hanbok Hàn Quốc 'Park Sul-nyeo'.","ชุดฮันบก AR บน [WIT AI SMART KIOSK] ได้รับการสนับสนุนโดยดีไซเนอร์ 'พัคซุลนยอ' ปรมาจารย์ด้านชุดฮันบกของเกาหลีค่ะ","Ханбок, который вы можете примерить с помощью AR в [WIT AI SMART KIOSK], предоставлен Пак Суль Нё, выдающимся дизайнером ханбоков из Южной Кореи.","Hanbok AR di [WIT AI SMART KIOSK] disediakan oleh Master Desainer Hanbok ternama Korea, 'Park Sul-nyeo'.","","아이콘20","","","","","","","","","","","","","",""
"","HanbokExplain_HanbokExplainContent","한복은 한국 전통 의복으로, 오랜 역사와 전통을 가진 옷입니다.
한복은 고유의 아름다움과 독특한 디자인으로 한국 문화를 대표하는  상징 중 하나로 
여겨지며, 특별한 행사나 명절 때 주로 착용됩니다. 
직선적인 서양 복식과 달리, 한복은 부드럽게 흐르는 선과 넉넉한 옷자락이 특징입니다. 
전통적으로, 한복의 색은 사회적 지위, 연령, 계절 등에 따라 다르게 선택되었으며, 
색상의 조합은 옷을 입는 사람의 개성과 상황을 반영합니다. 
한복은 단순한 의복을 넘어 한국의 전통과 문화를 상징하는 중요한 문화유산으로, 세계적으로도 그 아름다움을 인정받고 있습니다. 
바로 지금, 저 귤이가 한복을 입은 여러분들의 예쁜 모습을 화면속에 담아드릴게요! 
한복 착장서비스를 시작해보세요 ~~","Occupation","韓服（ハンボク）は、韓国の伝統衣装で、長い歴史と美しいデザインを持ち、特別な行事や祝日に着用されます。
柔らかなラインとゆったりとしたシルエットが特徴で、色の組み合わせには着る人の個性や背景が表れます。
韓服は韓国文化を象徴する重要な文化遺産として、世界でもその美しさが認められています。
今、インサが韓服姿の皆さんを画面に映し出します！
韓服着用サービスを体験してみましょう〜","韩服是韩国传统服饰，拥有悠久历史，以柔美的线条和独特设计著称。
它常在节日或特别场合穿着，颜色选择体现身份、年龄与个性。
韩服不仅是服装，更是韩国文化的重要象征，因其美丽而享誉全球。
现在，我是(Jeju)，要把你穿韩服的美丽模样展现在屏幕上！
快来体验韩服穿搭服务吧〜

","Hanbok là trang phục truyền thống của Hàn Quốc với lịch sử lâu đời. Với vẻ đẹp riêng biệt và thiết kế độc đáo, Hanbok được coi là biểu tượng văn hóa tiêu biểu của Hàn Quốc, thường được mặc vào các dịp lễ tết hoặc sự kiện đặc biệt. Khác với trang phục phương Tây có đường nét góc cạnh, Hanbok đặc trưng bởi những đường cong mềm mại và tà áo rộng rãi. Theo truyền thống, màu sắc được lựa chọn dựa trên địa vị, độ tuổi, mùa màng, phản ánh cá tính và hoàn cảnh của người mặc. Vượt xa một bộ trang phục, Hanbok là di sản văn hóa thế giới. Ngay bây giờ, tôi sẽ giúp bạn lưu lại khoảnh khắc xinh đẹp trong bộ Hanbok! Hãy bắt đầu dịch vụ mặc thử Hanbok nào!","ชุดฮันบกคือชุดประจำชาติเกาหลีที่มีประวัติศาสตร์อันยาวนาน ด้วยความงามที่เป็นเอกลักษณ์และดีไซน์ที่โดดเด่น จึงถือเป็นหนึ่งในสัญลักษณ์ทางวัฒนธรรมที่สำคัญและมักสวมใส่ในเทศกาลหรือโอกาสพิเศษ ชุดฮันบกต่างจากเสื้อผ้าตะวันตกตรงที่มีเส้นสายที่นุ่มนวลและชายเสื้อที่พลิ้วไหว ตามธรรมเนียมเดิม การเลือกสีจะขึ้นอยู่กับสถานะ อายุ และฤดูกาล ซึ่งสะท้อนถึงบุคลิกและโอกาสของผู้สวมใส่ ชุดฮันบกเป็นมรดกทางวัฒนธรรมที่ทั่วโลกยอมรับ ตอนนี้ฉันจะบันทึกภาพอันสวยงามของคุณในชุดฮันบกลงบนหน้าจอให้นะคะ! มาเริ่มใช้บริการลองชุดฮันบกกันเลยค่ะ!","Ханбок — это традиционная корейская одежда с долгой историей и традициями.\nБлагодаря своей неповторимой красоте и уникальному дизайну ханбок считается одним из символов корейской культуры и надевается в основном на особые мероприятия и праздники.\nВ отличие от западной одежды с прямыми линиями, ханбок отличается мягкими плавными линиями и свободным кроем.\nТрадиционно цвета ханбока подбирались в зависимости от социального статуса, возраста и времени года, а сочетание цветов отражало индивидуальность человека и ситуацию.\nХанбок — это не просто одежда, а важное культурное наследие, символизирующее традиции и культуру Кореи, красота которого признана во всем мире.\nПрямо сейчас я, Инса, запечатлею ваш прекрасный образ в ханбоке на экране! Попробуйте услугу примерки ханбока ~~","Hanbok adalah pakaian tradisional Korea yang memiliki sejarah dan tradisi panjang. Dengan keindahan khas dan desain uniknya, Hanbok dianggap sebagai salah satu simbol budaya Korea yang dikenakan pada hari raya atau acara khusus. Berbeda dengan pakaian Barat yang cenderung kaku, Hanbok memiliki ciri khas garis yang mengalir lembut dan potongan yang longgar. Secara tradisional, warna Hanbok dipilih berdasarkan status sosial, usia, dan musim, yang mencerminkan kepribadian serta situasi pemakainya. Hanbok bukan sekadar pakaian, melainkan warisan budaya penting yang diakui keindahannya secara global. Sekarang, saya akan mengabadikan momen cantik Anda saat mengenakan Hanbok ke dalam layar! Ayo mulai layanan mencoba Hanbok sekarang!","","아이콘20","","","","","","","","","","","","","",""
"","SubHeader_ToEat","* 검색결과를 클릭하시면 상세정보(길찾기)를 보실 수 있어요.","* Click a search result to see more details","* 検索結果をクリックして、詳細とルート案内をご覧ください。","* 点击搜索结果，查看详情与路线导航。","Nhấn vào kết quả để xem chi tiết (chỉ đường).","คลิกที่ผลการค้นหาเพื่อดูรายละเอียด (การนำทาง) ค่ะ","Нажмите результат — детали и маршрут.","Klik hasil pencarian untuk info detail (petunjuk arah).","","","","","","","","","","","","","","","",""
"","SubHeader_ToBuy","* 검색결과를 클릭하시면 상세정보(길찾기)를 보실 수 있어요.","Daily Life","* 検索結果をクリックして、詳細とルート案内をご覧ください。","* 点击搜索结果，查看详情与路线导航。","Nhấn vào kết quả để xem chi tiết (chỉ đường).","คลิกที่ผลการค้นหาเพื่อดูรายละเอียด (การนำทาง) ค่ะ","Нажмите результат — детали и маршрут.","Klik hasil pencarian untuk info detail (petunjuk arah).","","","","","","","","","","","","","","","",""
"","SubHeader_ToGallery","* 검색결과를 클릭하시면 상세정보(길찾기)를 보실 수 있어요.","* Click a search result to see more details","* 検索結果をクリックして、詳細とルート案内をご覧ください。","* 点击搜索结果，查看详情与路线导航。","Nhấn vào kết quả để xem chi tiết (chỉ đường).","คลิกที่ผลการค้นหาเพื่อดูรายละเอียด (การนำทาง) ค่ะ","Нажмите результат — детали и маршрут.","Klik hasil pencarian untuk info detail (petunjuk arah).","","","","","","","","","","","","","","","",""
