"넘버링운영팀> 1번 모니터> AI모델 영상 자막 + 우측상단 표기 ","","","","","언어","","","","언어","","","","우측상단 서브타이틀","","","","우측상단 서브타이틀","","","","재생조건","설명","","",""
"10","TaxFree-2","GYULI=TaxFree-2","","","화면에 설명대로 진행해주세요. 택스 리펀드 영수증 번호를 입력하거나 바코드 스캐너를 사용하여 스캔하세요","Follow the on-screen instructions.
Enter the receipt number or scan its barcode.","画面の案内に沿って進めてください。
レシート番号を入力するか、バーコードをスキャン。","请按照屏幕提示操作。
输入退税收据号码或扫描条形码。","Làm theo hướng dẫn trên màn hình nhé.
Nhập số hóa đơn hoặc quét mã vạch.","Ikuti petunjuk di layar, ya.
Masukkan nomor struk atau pindai barcode-nya.","ทำตามคำแนะนำบนหน้าจอค่ะ
กรอกหมายเลขใบเสร็จหรือสแกนบาร์โค้ดได้เลย","Следуйте инструкциям на экране.
Введите номер чека или отсканируйте штрихкод.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","택스프리 -> 리펀드 진행","[키: TaxFree(2단계)] 영수증 입력·스캔 단계에서 재생.","","",""
"10","TaxFree-3","GYULI=TaxFree-3","","","영수증이 성공적으로 처리되었습니다! 
공항에서 세관 등록을 하면 신용카드로 택스가 리펀드됩니다.","Your receipt has been processed!
Register at airport customs to get the refund by card.","レシートの処理が完了しました！
空港で税関登録をするとカードに返金されます。","收据已成功处理！
在机场完成海关登记后，税金将退还至信用卡。","Hóa đơn đã được xử lý thành công!
Đăng ký hải quan ở sân bay để nhận hoàn thuế qua thẻ.","Struk berhasil diproses!
Daftar di bea cukai bandara agar pajak kembali ke kartumu.","ใบเสร็จดำเนินการเรียบร้อยแล้วค่ะ!
ลงทะเบียนที่ศุลกากรสนามบินเพื่อรับเงินคืนเข้าบัตร","Чек успешно обработан!
Оформите на таможне в аэропорту — возврат на карту.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","택스프리 -> 처리 완료","[키: TaxFree(3단계)] 완료 화면에서 재생.","","",""
"10","TaxFree-4","GYULI=TaxFree-4","","","지금 키오스크에서 면세로 등록하세요. 시간을 절약하고 나중에 더욱 편리한 공항 이용을 즐겨보세요.","Register for tax-free here at the kiosk.
Save time and enjoy a smoother airport visit.","今このキオスクで免税登録をどうぞ。
時間を節約して、空港をもっと快適に。","现在就在自助机上办理免税登记吧。
节省时间，之后的机场之行更轻松。","Đăng ký miễn thuế ngay tại kiosk này nhé.
Tiết kiệm thời gian, ra sân bay nhàn hơn hẳn.","Daftar bebas pajak di kiosk ini sekarang.
Hemat waktu dan urusanmu di bandara jadi lancar.","ลงทะเบียนแท็กซ์ฟรีที่คีออสก์นี้ได้เลยค่ะ
ประหยัดเวลา ใช้สนามบินได้สะดวกยิ่งขึ้น","Оформите такс-фри прямо в киоске.
Сэкономьте время в аэропорту!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","택스프리 -> 가맹점 안내 (예비)","[키: TaxFree(4단계)] 가맹점 문의·사전등록 권장 예비 칸.","","",""
"11","Here-1","GYULI=Here-1","","","제주 곳곳에서 여러분을 반겨주는 돌하르방!
귤이가 제주의 아름다운 명소들로 안내해드릴게요","Dol hareubang statues greet you all over Jeju!
Let me guide you to Jeju's beautiful sights.","済州のあちこちで出迎えてくれるトルハルバン！
ギュリが済州の美しい名所へご案内します。","济州随处可见的石头爷爷在欢迎您！
Gyuli带您游览济州的美丽景点。","Tượng Dol hareubang chào đón bạn khắp Jeju!
Gyuli sẽ đưa bạn đến những danh thắng tuyệt đẹp.","Patung Dol hareubang menyambutmu di seluruh Jeju!
Aku akan memandumu ke tempat-tempat indahnya.","ทลฮารึบังคอยต้อนรับคุณอยู่ทั่วเกาะเชจูค่ะ!
กยูรีจะพาไปชมสถานที่สวยๆ ของเชจูเองค่ะ","Тольхарубаны встречают вас по всему Чеджу!
Покажу вам красивейшие места острова.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 여기는 제주도 -> 관광명소 탭","[키: Here] 동작: 돌하르방 포즈(가슴·배에 손, 장난스런 미소) → 손바닥 제시. 명소의 상징 돌하르방과 연결한 자막. ※앱 탭 순서는 역사·문화·관광명소.","","",""
"11","Here-2","GYULI=Here-2","","","성산일출봉의 해돋이처럼 빛나는 제주의 역사!
화산이 빚은 섬, 제주의 이야기를 들려드릴게요","Jeju's history shines like the Seongsan sunrise!
Hear the story of this volcanic island.","城山日出峰の日の出のように輝く済州の歴史！
火山が生んだ島、済州の物語をお届けします。","济州的历史，如城山日出峰的日出般闪耀！
听听火山造就的济州岛的故事吧。","Lịch sử Jeju rực rỡ như bình minh Seongsan!
Cùng nghe câu chuyện hòn đảo núi lửa này nhé.","Sejarah Jeju bersinar bak mentari Seongsan!
Dengarkan kisah pulau vulkanik ini, yuk.","ประวัติศาสตร์เชจูงดงามดั่งแสงอรุณที่ซองซานค่ะ!
มาฟังเรื่องราวของเกาะภูเขาไฟแห่งนี้กันนะคะ","История Чеджу сияет, как рассвет Сонсана!
Расскажу об острове, рождённом вулканом.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 여기는 제주도 -> 역사 탭","[키: Here] 동작: 양팔로 해가 떠오르는 큰 원호를 그림(성산일출봉 해돋이) — 화산섬 형성사와 연결한 자막.","","",""
"11","Here-3","GYULI=Here-3","","","감귤 따기, 해녀 물질… 제주의 생활 문화를 만나보세요
귤이가 제주 사람들의 이야기를 들려드릴게요~","Tangerine picking, haenyeo diving — Jeju life!
Let me share the stories of Jeju's people~","みかん狩り、海女の素潜り…済州の暮らしの文化。
ギュリが済州の人々の物語をお届けします〜","摘柑橘、海女潜水……感受济州的生活文化。
Gyuli为您讲述济州人的故事~","Hái quýt, lặn haenyeo… văn hóa đời sống Jeju.
Gyuli sẽ kể chuyện về người dân nơi đây~","Petik jeruk, penyelam haenyeo… budaya hidup Jeju.
Aku ceritakan kisah orang-orang Jeju, ya~","เก็บส้ม ดำน้ำแบบแฮนยอ… วิถีชีวิตชาวเชจูค่ะ
กยูรีจะเล่าเรื่องราวของผู้คนที่นี่ให้ฟังนะคะ~","Сбор мандаринов, нырянье хэнё — быт Чеджу!
Расскажу истории местных жителей.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 여기는 제주도 -> 문화 탭","[키: Here] 동작: 머리 위 감귤을 따는 시늉(양손 교대, 빈손 마임) — 감귤·생활문화와 연결한 자막.","","",""
"12","Greeting-1","GYULI=Greeting-1","","","안녕하세요! 제주 마스코트 '귤이'에요
K-POP 댄스, 감성 카페, 요가, 러닝을 좋아하는 ENFP랍니다!","Hi! I'm Gyuli, Jeju's mascot.
An ENFP who loves K-pop dance, cafés, yoga and running!","こんにちは！済州のマスコット「ギュリ」です。
K-POPダンス、カフェ、ヨガ、ラン好きのENFP！","大家好！我是济州吉祥物Gyuli。
喜欢K-POP舞蹈、咖啡馆、瑜伽和跑步的ENFP！","Xin chào! Mình là Gyuli, linh vật của Jeju.
Một ENFP mê nhảy K-pop, cà phê, yoga và chạy bộ!","Halo! Aku Gyuli, maskot Jeju.
ENFP penyuka dance K-pop, kafe, yoga, dan lari!","สวัสดีค่ะ! กยูรี มาสคอตของเชจูค่ะ
สาว ENFP ที่ชอบเต้น K-POP คาเฟ่ โยคะ และวิ่งค่ะ!","Привет! Я Gyuli, талисман Чеджу.
ENFP: люблю K-pop, кафе, йогу и бег!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 안녕 '귤이' -> 소개 탭","[키: Greeting] 소개 탭 진입 시 재생. 프로필(앱 기재): 2006.3.19생·제주시 출신·ENFP·취미 K-POP 댄스/카페/요가/러닝.","","",""
"12","Greeting-2-1","GYULI=Greeting-2","","","귤이는 K-POP 노래와 춤 연습으로 에너지를 충전해요
좋아하는 안무를 잠깐 보여드릴게요~","K-pop songs and dance practice recharge me!
Let me show you my favorite moves~","K-POPの歌とダンス練習でエネルギーチャージ！
お気に入りの振り付けを少しお見せします〜","Gyuli用K-POP歌曲和舞蹈练习充电！
给大家展示一下喜欢的舞步~","Gyuli nạp năng lượng bằng nhạc và vũ đạo K-pop!
Để mình khoe vài động tác yêu thích nhé~","Lagu dan latihan dance K-pop mengisi semangatku!
Kutunjukkan koreografi favoritku sebentar, ya~","กยูรีชาร์จพลังด้วยเพลงและการซ้อมเต้น K-POP ค่ะ
ขอโชว์ท่าเต้นที่ชอบสักหน่อยนะคะ~","K-pop и танцы заряжают меня энергией!
Покажу свои любимые движения!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","안녕 '귤이' -> 취미 탭 -> K-POP","[키: Greeting_Hobby] 취미 K-POP 항목.","","",""
"12","Greeting-2-2","GYULI=Greeting_Stretching-2","","","달리는 순간이 가장 행복해요!
제주 바닷바람을 맞으며 함께 달려볼까요?","Running makes me happiest!
Shall we run together in the Jeju sea breeze?","走っている瞬間がいちばん幸せ！
済州の潮風を感じながら一緒に走りませんか？","奔跑的时刻最幸福！
迎着济州的海风一起跑步吧？","Khoảnh khắc chạy bộ là hạnh phúc nhất!
Cùng chạy trong gió biển Jeju nhé?","Saat berlari adalah momen paling bahagia!
Mau lari bersama ditemani angin laut Jeju?","ช่วงเวลาที่ได้วิ่งคือความสุขที่สุดค่ะ!
วิ่งรับลมทะเลเชจูไปด้วยกันไหมคะ?","Бег — моё самое счастливое время!
Побежали вместе под бриз Чеджу?","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","안녕 '귤이' -> 취미 탭 -> 런닝","[키: Greeting_Hobby] 취미 런닝 항목.","","",""
"12","Greeting-2-3","GYULI=Greeting-3","","","요즘 귤이는 테니스에 푹 빠져 있어요!
테니스는 귤이의 스트레스 해소법이랍니다~","I'm really into tennis these days!
It's my favorite way to beat stress~","最近、ギュリはテニスに夢中です！
テニスはギュリのストレス解消法なんです〜","最近Gyuli迷上了网球！
打网球是我解压的好方法~","Dạo này Gyuli mê tennis lắm!
Đây là cách xả stress của mình đó~","Belakangan ini aku lagi suka banget tenis!
Tenis itu cara jitu menghilangkan stresku~","ช่วงนี้กยูรีอินกับเทนนิสสุดๆ ค่ะ!
เทนนิสคือวิธีคลายเครียดของกยูรีเลยค่ะ~","Сейчас я увлечена теннисом!
Это мой способ снять стресс!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","안녕 '귤이' -> 취미 탭 -> 테니스","[키: Greeting_Hobby] 취미 테니스 항목.","","",""
"12","Greeting-3-1","GYULI=Greeting_Stretching-3","","","먼저 목과 어깨를 천천히 풀어볼까요~
어깨를 시계 방향으로 부드럽게 돌려주세요","First, let's gently loosen your neck and shoulders~
Roll your shoulders slowly, nice and smooth.","まず首と肩をゆっくりほぐしましょう〜
肩を時計回りにやさしく回してください。","先慢慢放松颈部和肩膀~
请顺时针轻柔地转动肩膀。","Trước tiên, thả lỏng cổ và vai từ từ nhé~
Xoay vai nhẹ nhàng theo chiều kim đồng hồ.","Pertama, lemaskan leher dan bahu pelan-pelan~
Putar bahumu searah jarum jam dengan lembut.","เริ่มจากคลายคอและไหล่ช้าๆ กันก่อนนะคะ~
หมุนไหล่ตามเข็มนาฬิกาเบาๆ ค่ะ","Сначала мягко разомнём шею и плечи~
Медленно вращайте плечами по кругу.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","건강습관 -> 목·어깨","[키: Greeting_Stretching] 목·어깨 항목.","","",""
"12","Greeting-3-2","GYULI=Greeting_Stretching-5","","","이번엔 허리를 천천히 돌려볼 거예요
손을 허리에 얹고 귤이을 따라 부드럽게~ 무리는 금물!","Now let's slowly circle the waist.
Hands on hips, follow me gently — don't overdo it!","次は腰をゆっくり回しますよ。
手を腰に当てて、やさしく一緒に〜 無理は禁物！","接下来慢慢转动腰部。
双手叉腰，跟着我轻轻转~切勿勉强！","Giờ mình cùng xoay hông thật chậm nhé.
Chống tay lên hông, làm theo nhẹ nhàng — đừng quá sức!","Sekarang putar pinggang pelan-pelan, ya.
Tangan di pinggang, ikuti aku — jangan dipaksakan!","คราวนี้มาหมุนเอวช้าๆ กันค่ะ
เท้าเอวแล้วทำตามกยูรีเบาๆ อย่าฝืนนะคะ!","Теперь медленно вращаем поясницу.
Руки на пояс, повторяйте мягко!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","건강습관 -> 허리","[키: Greeting_Stretching] 허리 항목. 신작(Gemini): 손을 허리에 얹고 상체를 한 방향으로 천천히 크게 돌린 뒤 차렷 복귀 — '천천히·무리 금물' 자막과 호응.","","",""
"12","Greeting-3-3","GYULI=Greeting_Stretching-4","","","크게 숨을 들이쉬고~ 천천히 내쉬어 보세요
몸도 마음도 가벼워지는 기분전환 스트레칭이에요!","Breathe in deeply~ and slowly breathe out.
This refresh stretch lightens body and mind!","大きく息を吸って〜 ゆっくり吐きましょう。
心も体も軽くなるリフレッシュストレッチ！","深深吸气~再慢慢呼气。
这是让身心都变轻松的舒缓拉伸！","Hít sâu vào~ rồi thở ra thật chậm nhé.
Bài giãn cơ giúp cơ thể và tâm trí nhẹ nhõm!","Tarik napas dalam~ lalu hembuskan perlahan.
Peregangan penyegar untuk badan dan pikiran!","หายใจเข้าลึกๆ~ แล้วผ่อนออกช้าๆ ค่ะ
ยืดเส้นรีเฟรชให้ทั้งกายและใจเบาสบายค่ะ!","Глубокий вдох~ и медленный выдох.
Эта растяжка освежает тело и душу!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","건강습관 -> 기분전환","[키: Greeting_Stretching] 기분전환 항목.","","",""
"13","ToHelp","GYULI=Help-1","","","도움이 필요하시거나 필수 서비스를 찾고 계신가요? 
제가 도와드릴 수 있는 것을 알려주세요","Need help or looking for essential services?
Tell me what I can do for you.","お困りですか？必要なサービスをお探しですか？
ギュリにできることを教えてください。","需要帮助或在找必要的服务吗？
请告诉我能为您做什么。","Bạn cần giúp đỡ hay đang tìm dịch vụ thiết yếu?
Hãy cho mình biết có thể giúp gì nhé.","Butuh bantuan atau mencari layanan penting?
Beri tahu aku apa yang bisa kubantu, ya.","ต้องการความช่วยเหลือหรือหาบริการจำเป็นไหมคะ?
บอกกยูรีได้เลยว่าให้ช่วยอะไรค่ะ","Нужна помощь или важные услуги?
Скажите, чем я могу помочь.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 도와줘 '귤이'","[키: ToHelp] 진입 시 재생. 의상 S-06.","","",""
"13","ToHelp_Category","GYULI=Help-2","","","국제선·국내선과 층을 고르면 시설 위치가 표시돼요
필요하신 항목을 클릭해 확인해 보세요.","Pick a terminal and floor to see facilities.
Tap what you need to check its location.","国際線・国内線と階を選ぶと施設が表示されます。
必要な項目をタップしてご確認ください。","选择国际/国内航站楼和楼层即可显示设施。
点击所需项目查看位置吧。","Chọn nhà ga quốc tế/nội địa và tầng để xem tiện ích.
Chạm vào mục bạn cần để xem vị trí nhé.","Pilih terminal dan lantai untuk melihat fasilitas.
Ketuk yang kamu perlukan untuk cek lokasinya.","เลือกอาคาร (ระหว่างประเทศ/ในประเทศ) และชั้นค่ะ
แล้วแตะสิ่งอำนวยความสะดวกที่ต้องการดูได้เลย","Выберите терминал и этаж — увидите объекты.
Нажмите нужный пункт, чтобы найти его.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","도와줘 -> 터미널·층·카테고리 선택","[키: ToHelp_Category] 국제선/국내선·층·카테고리 선택 화면(공항 시설 지도)에서 재생.","","",""
"13","ToHelp_Detail","GYULI=Help-3","","","지도에 표시된 위치를 확인해 보세요!
귤이가 가는 길을 함께 안내해드릴게요~","Check the spot marked on the map!
I'll help you find your way there~","地図に表示された場所をご確認ください！
ギュリが行き方をご案内します〜","请查看地图上标记的位置！
Gyuli为您指引路线~","Hãy xem vị trí được đánh dấu trên bản đồ!
Gyuli sẽ cùng chỉ đường cho bạn~","Lihat lokasi yang ditandai di peta!
Aku bantu tunjukkan jalannya, ya~","ดูตำแหน่งที่ทำเครื่องหมายไว้บนแผนที่ได้เลยค่ะ!
กยูรีจะช่วยบอกทางให้เองค่ะ~","Смотрите отметку на карте!
Я помогу вам дойти до места.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","도와줘 -> 시설 위치 확인","[키: ToHelp_Detail] 지도에 핀이 표시된 상태에서 재생. 제주는 실내 지도 안내라 QR 문구 대신 지도 안내 문구.","","",""
"14","Rent Car","GYULI=RentCar","","","제주 여행의 필수템, 렌트카!
간편하게 예약하고 열쇠 받고 바로 출발해요~","A rental car — Jeju's travel essential!
Book easily, grab the key and hit the road~","済州旅行の必需品、レンタカー！
かんたん予約でキーを受け取り、すぐ出発〜","济州旅行必备——租车！
轻松预订，拿上钥匙马上出发~","Xe thuê — vật bất ly thân khi du lịch Jeju!
Đặt xe dễ dàng, nhận chìa khóa và lên đường ngay~","Mobil sewaan, andalan wisata Jeju!
Pesan dengan mudah, ambil kunci, langsung jalan~","รถเช่า ไอเทมจำเป็นของทริปเชจูค่ะ!
จองง่ายๆ รับกุญแจแล้วออกเดินทางได้เลย~","Аренда авто — маст-хэв на Чеджу!
Бронируйте, берите ключ — и в путь!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 렌트카","[키: RentCar(신설)] 진입 시 재생. 동작: 오른손에 차 키를 처음부터 끝까지 들고 보여주며 살짝 흔들기(왼손은 허벅지) — '열쇠 받고 출발' 자막과 호응.","","",""
"15","Exchange-1","GYULI=EXCHANGE-1","","","오늘의 환율로 귤이가 바로 계산해 드릴게요!
금액을 입력하면 환전 금액을 확인할 수 있어요","I'll calculate with today's exchange rate!
Enter an amount to see what you'll get.","今日のレートでギュリがすぐ計算します！
金額を入力すると両替額がわかります。","Gyuli按今日汇率马上为您换算！
输入金额即可查看兑换结果。","Gyuli sẽ tính ngay theo tỷ giá hôm nay!
Nhập số tiền để xem kết quả quy đổi nhé.","Aku hitungkan langsung dengan kurs hari ini!
Masukkan jumlahnya untuk melihat hasil tukarnya.","กยูรีคำนวณให้ทันทีด้วยเรตวันนี้ค่ะ!
กรอกจำนวนเงินเพื่อดูยอดที่แลกได้เลยนะคะ","Посчитаю по сегодняшнему курсу!
Введите сумму — увидите результат.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 환율 -> 환율계산기 탭","[키: Exchange] 환율계산기 탭에서 재생. 의상 S-03.","","",""
"15","Exchange-2","GYULI=EXCHANGE-2","","","실시간 환율 정보를 확인해 보세요
환전은 가까운 은행에서 하실 수 있어요~","Check real-time exchange rates here.
You can exchange money at a nearby bank~","リアルタイムの為替情報をチェック！
両替はお近くの銀行でできます〜","查看实时汇率信息。
可在附近的银行兑换货币~","Xem thông tin tỷ giá theo thời gian thực nhé.
Bạn có thể đổi tiền tại ngân hàng gần đây~","Cek info kurs mata uang secara real-time.
Penukaran uang bisa di bank terdekat, ya~","เช็กอัตราแลกเปลี่ยนแบบเรียลไทม์ได้ที่นี่ค่ะ
แลกเงินได้ที่ธนาคารใกล้เคียงนะคะ~","Курсы валют в реальном времени — здесь.
Обмен — в ближайшем банке.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","환율 -> 실시간 환율 탭","[키: Exchange(2탭, 신설 여부 확인)] 신작: 왼손에 종이 묶음을 들고 오른손으로 한 장씩 세는 동작 — '환율 확인' 자막과 호응.","","",""
"16","Donation","GYULI=RestArea-1=Donation-1","","","여러분의 작은 나눔이 큰 힘이 됩니다
후원금을 기부하여 후배들에게 교복을 선물해주세요","Your small contribution makes a big difference.
Please donate funds to help junior students buy school uniforms!","皆さんの小さな分かち合いが大きな力になります。
寄付をして後輩たちに制服をプレゼントしてください！","您的微小分享将成为巨大的力量。
请捐赠资金，为学弟学妹们送上校服作为礼物吧！","Sự chia sẻ nhỏ của bạn mang lại sức mạnh lớn.
Hãy quyên góp quỹ để tặng đồng phục cho các hậu bối nhé!","Berbagi kecil Anda memberikan kekuatan besar.
Donasikan dana untuk menghadiahi seragam sekolah bagi adik kelas!","การแบ่งปันเล็กๆ น้อยๆ ของคุณเป็นพลังที่ยิ่งใหญ่
ร่วมบริจาคเงินเพื่อมอบชุดนักเรียนให้น้องๆ กันเถอะ!","Ваше небольшое пожертвование дает большую силу.
Пожертвуйте средства, чтобы подарить школьную форму младшим ученикам!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 기부 (기본 3편 순환)","[키: Donation(신설)] 1편째. 동작: 두 손을 가슴에 모았다가 손바닥 위로 내미는 '건네는' 제스처.","","",""
"16","Donation_Category","GYULI=RestArea-2=Donation-2","","","기부 방법은 화면의 안내를 따라 천천히~
귤이가 함께할게요, 어렵지 않아요!","Just follow the on-screen steps to donate~
I'll be right here with you — it's easy!","寄付の方法は画面の案内に沿ってゆっくり〜
ギュリが一緒なので難しくありませんよ！","捐赠方法请按屏幕提示慢慢来~
有Gyuli陪着您，一点都不难！","Làm theo hướng dẫn trên màn hình để quyên góp nhé~
Có Gyuli bên cạnh, không khó chút nào!","Ikuti panduan di layar untuk berdonasi, ya~
Ada aku menemanimu — gampang, kok!","วิธีบริจาคทำตามคำแนะนำบนหน้าจอช้าๆ ได้เลยค่ะ~
มีกยูรีอยู่ด้วย ไม่ยากเลยค่ะ!","Следуйте подсказкам на экране~
Я рядом — это совсем просто!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 기부 (기본 3편 순환)","[키: Donation(신설)] 2편째.","","",""
"16","Donation_Detail","GYULI=RestArea-3=Donation-3","","","따뜻한 마음, 정말 감사합니다!
여러분의 나눔이 누군가에겐 큰 선물이 될 거예요","Thank you so much for your kindness!
Your sharing will be a great gift to someone.","温かいお気持ち、本当にありがとうございます！
あなたの分かち合いが誰かへの大きな贈り物に。","感谢您的温暖爱心！
您的分享会成为某个人的珍贵礼物。","Cảm ơn tấm lòng ấm áp của bạn!
Sự sẻ chia này sẽ là món quà lớn cho ai đó.","Terima kasih atas kebaikan hatimu!
Berbagimu akan menjadi hadiah besar bagi seseorang.","ขอบคุณสำหรับน้ำใจอันอบอุ่นค่ะ!
การแบ่งปันของคุณจะเป็นของขวัญล้ำค่าสำหรับใครบางคน","Спасибо за ваше доброе сердце!
Ваш дар станет для кого-то подарком.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 기부 (기본 3편 순환)","[키: Donation(신설)] 3편째. 동작: 박수 세 번 → 두 손을 가슴에 얹고 감사의 끄덕임.","","",""
